passage	phrase_text	phrase_gloss	head	attributive	#words_mother	#nouns_mother
Exodus 20:3	>LHJM >XRJM 	god(s) other	>LHJM 	>XRJM 	1	1
Exodus 20:5	>L QN> 	god jealous	>L 	QN> 	1	1
Exodus 20:11	BJWM H#BJ<J 	in the day the seventh	JWM 	H#BJ<J 	2	1
Exodus 21:2	<BD <BRJ 	servant Hebrew	<BD 	<BRJ 	1	1
Exodus 21:8	L<M NKRJ 	to people foreign	<M 	NKRJ 	1	1
Exodus 21:22	>#H HRH 	woman pregnant	>#H 	HRH 	1	1
Exodus 21:29	#WR NGX 	bullock goring	#WR 	NGX 	1	1
Exodus 21:35	>T&H#WR HXJ 	<object marker> the bullock the alive	H#WR 	HXJ 	2	1
Exodus 21:36	#WR NGX 	bullock goring	#WR 	NGX 	1	1
Exodus 22:29	BJWM H#MJNJ 	in the day the eighth	JWM 	H#MJNJ 	2	1
Exodus 23:12	BJWM H#BJ<J 	in the day the seventh	JWM 	H#BJ<J 	2	1
Exodus 23:13	#M >LHJM >XRJM 	name god(s) other	>LHJM 	>XRJM 	1	1
Exodus 24:16	BJWM H#BJ<J 	in the day the seventh	JWM 	H#BJ<J 	2	1
Exodus 24:17	K># >KLT 	as fire eat	># 	>KLT 	1	1
Exodus 25:5	<RT >JLM M>DMJM W<RT TX#JM W<YJ #VJM00 	skin ram, despot be ruddy and skin tachash-skin and tree acacia	<RT >JLM 	M>DMJM 	2	2
Exodus 25:11	ZHB VHWR 	gold pure	ZHB 	VHWR 	1	1
Exodus 25:12	<L&YL<W H#NJT00 	upon side the second	YL<W 	H#NJT00 	1	1
Exodus 25:17	KPRT ZHB VHWR 	cover gold pure	ZHB 	VHWR 	1	1
Exodus 25:24	ZHB VHWR 	gold pure	ZHB 	VHWR 	1	1
Exodus 25:29	ZHB VHWR 	gold pure	ZHB 	VHWR 	1	1
Exodus 25:31	MNRT ZHB VHWR 	lamp stand gold pure	ZHB 	VHWR 	1	1
Exodus 25:32	MYDH H#NJ00 	from side the second	YDH 	H#NJ00 	1	1
Exodus 25:33	#L#H GB<JM M#QDJM 	three cup almond-like	#L#H GB<JM 	M#QDJM 	2	2
Exodus 25:33	#L#H GB<JM M#QDJM 	three cup almond-like	#L#H GB<JM 	M#QDJM 	2	2
Exodus 25:34	>RB<H GB<JM M#QDJM 	four cup almond-like	>RB<H GB<JM 	M#QDJM 	2	2
Exodus 25:36	MQ#H >XT ZHB VHWR00 	hammered work one gold pure	ZHB 	VHWR00 	1	1
Exodus 25:38	ZHB VHWR00 	gold pure	ZHB 	VHWR00 	1	1
Exodus 25:39	KKR ZHB VHWR 	disk gold pure	ZHB 	VHWR 	1	1
Exodus 26:1	## M#ZR WTKLT W>RGMN WTL<T #NJ KRBJM M<#H X#B 	linen twist and purple wool and purple-wool and worm scarlet cherub deed account	## 	M#ZR 	1	1
Exodus 26:4	B#PT HJRJ<H HQJYWNH 	in lip the curtain the outermost	HJRJ<H 	HQJYWNH 	2	1
Exodus 26:4	BMXBRT H#NJT00 	in the junction the second	MXBRT 	H#NJT00 	2	1
Exodus 26:5	BMXBRT H#NJT 	in the junction the second	MXBRT 	H#NJT 	2	1
Exodus 26:9	>T&HJRJ<H H##JT 	<object marker> the curtain the sixth	HJRJ<H 	H##JT 	2	1
Exodus 26:10	<L #PT HJRJ<H HXBRT H#NJT00 	upon lip the curtain the drapery the second	HXBRT 	H#NJT00 	2	1
Exodus 26:14	<RT >JLM M>DMJM 	skin ram, despot be ruddy	<RT >JLM 	M>DMJM 	2	2
Exodus 26:15	<YJ #VJM <MDJM00 	tree acacia stand	<YJ #VJM 	<MDJM00 	2	2
Exodus 26:20	LYL< HM#KN H#NJT 	to side the dwelling-place the second	YL< HM#KN 	H#NJT 	3	2
Exodus 26:27	LQR#J YL<&HM#KN H#NJT 	to board side the dwelling-place the second	YL<&HM#KN 	H#NJT 	3	2
Exodus 26:28	HBRJX HTJKN 	the bar the middle	HBRJX 	HTJKN 	2	1
Exodus 26:31	TKLT W>RGMN WTWL<T #NJ W## M#ZR 	purple wool and purple-wool and worm scarlet and linen twist	## 	M#ZR 	1	1
Exodus 26:36	TKLT W>RGMN WTWL<T #NJ W## M#ZR 	purple wool and purple-wool and worm scarlet and linen twist	## 	M#ZR 	1	1
Exodus 27:9	## M#ZR 	linen twist	## 	M#ZR 	1	1
Exodus 27:15	LKTP H#NJT 	to the shoulder the second	KTP 	H#NJT 	2	1
Exodus 27:16	TKLT W>RGMN WTWL<T #NJ W## M#ZR M<#H RQM 	purple wool and purple-wool and worm scarlet and linen twist deed weave	## 	M#ZR 	1	1
Exodus 27:18	XM# >MWT ## M#ZR 	five cubit linen twist	## 	M#ZR 	1	1
Exodus 27:20	#MN ZJT ZK KTJT 	oil olive pure beaten, pure	#MN ZJT 	ZK KTJT 	2	2
Exodus 28:6	ZHB TKLT W>RGMN TWL<T #NJ W## M#ZR 	gold purple wool and purple-wool worm scarlet and linen twist	## 	M#ZR 	1	1
Exodus 28:7	#TJ KTPT XBRT 	two shoulder be united	KTPT 	XBRT 	1	1
Exodus 28:8	ZHB TKLT W>RGMN WTWL<T #NJ W## M#ZR00 	gold purple wool and purple-wool and worm scarlet and linen twist	## 	M#ZR00 	1	1
Exodus 28:10	>T&#MWT H##H HNWTRJM 	<object marker> name the six the remain	#MWT H##H 	HNWTRJM 	3	2
Exodus 28:10	<L&H>BN H#NJT 	upon the stone the second	H>BN 	H#NJT 	2	1
Exodus 28:14	#TJ #R#RT ZHB VHWR 	two chain gold pure	ZHB 	VHWR 	1	1
Exodus 28:15	ZHB TKLT W>RGMN WTWL<T #NJ W## M#ZR 	gold purple wool and purple-wool and worm scarlet and linen twist	## 	M#ZR 	1	1
Exodus 28:18	HVWR H#NJ 	the row the second	HVWR 	H#NJ 	2	1
Exodus 28:19	HVWR H#LJ#J 	the row the third	HVWR 	H#LJ#J 	2	1
Exodus 28:20	HVWR HRBJ<J 	the row the fourth	HVWR 	HRBJ<J 	2	1
Exodus 28:22	ZHB VHWR00 	gold pure	ZHB 	VHWR00 	1	1
Exodus 28:36	YJY ZHB VHWR 	blossom gold pure	ZHB 	VHWR 	1	1
Exodus 29:1	PR >XD BN&BQR W>JLM #NJM TMJMM00 	young bull one son cattle and ram, despot two complete	>JLM #NJM 	TMJMM00 	2	2
Exodus 29:19	>T H>JL H#NJ 	<object marker> the ram, despot the second	H>JL 	H#NJ 	2	1
Exodus 29:20	<L&TNWK >ZN >HRN W<L&TNWK >ZN BNJW HJMNJT W<L&BHN JDM HJMNJT W<L&BHN RGLM HJMNJT 	upon earlobe ear Aaron and upon earlobe ear son the right-hand and upon thumb hand the right-hand and upon thumb foot the right-hand	>ZN BNJW 	HJMNJT 	2	2
Exodus 29:20	<L&TNWK >ZN >HRN W<L&TNWK >ZN BNJW HJMNJT W<L&BHN JDM HJMNJT W<L&BHN RGLM HJMNJT 	upon earlobe ear Aaron and upon earlobe ear son the right-hand and upon thumb hand the right-hand and upon thumb foot the right-hand	JDM 	HJMNJT 	1	1
Exodus 29:20	<L&TNWK >ZN >HRN W<L&TNWK >ZN BNJW HJMNJT W<L&BHN JDM HJMNJT W<L&BHN RGLM HJMNJT 	upon earlobe ear Aaron and upon earlobe ear son the right-hand and upon thumb hand the right-hand and upon thumb foot the right-hand	RGLM 	HJMNJT 	1	1
Exodus 29:31	BMQM QD#00 	in place holy	MQM 	QD#00 	1	1
Exodus 29:39	>T HKB# H#NJ 	<object marker> the young ram the second	HKB# 	H#NJ 	2	1
Exodus 29:40	B#MN KTJT RB< HHJN 	in oil beaten, pure fourth part the hin	#MN 	KTJT 	1	1
Exodus 29:41	>T HKB# H#NJ 	<object marker> the young ram the second	HKB# 	H#NJ 	2	1
Exodus 30:3	ZHB VHWR 	gold pure	ZHB 	VHWR 	1	1
Exodus 30:9	QVRT ZRH W<LH WMNXH 	smoke of sacrifice strange and burnt-offering and present	QVRT 	ZRH 	1	1
Exodus 30:34	SMJM NVP W#XLT WXLBNH SMJM WLBNH ZKH 	perfume drops and incense and galbanum perfume and incense pure	LBNH 	ZKH 	1	1
Exodus 31:6	BLB KL&XKM&LB 	in heart whole wise heart	LB KL&	XKM&LB 	2	2
Exodus 31:8	>T&H#LXN W>T&KLJW W>T&HMNRH HVHRH W>T&KL&KLJH W>T MZBX HQVRT00 	<object marker> the table and <object marker> tool and <object marker> the lamp stand the pure and <object marker> whole tool and <object marker> altar the smoke of sacrifice	HMNRH 	HVHRH 	2	1
Exodus 31:15	BJWM H#BJ<J 	in the day the seventh	JWM 	H#BJ<J 	2	1
Exodus 31:17	BJWM H#BJ<J 	in the day the seventh	JWM 	H#BJ<J 	2	1
Exodus 32:9	<M&Q#H&<RP 	people hard neck	<M&	Q#H&<RP 	1	1
Exodus 32:10	LGWJ GDWL00 	to people great	GWJ 	GDWL00 	1	1
Exodus 32:11	BKX GDWL WBJD XZQH00 	in strength great and in hand strong	KX 	GDWL 	1	1
Exodus 32:11	BKX GDWL WBJD XZQH00 	in strength great and in hand strong	JD 	XZQH00 	1	1
Exodus 32:21	XV>H GDLH00 	sin great	XV>H 	GDLH00 	1	1
Exodus 32:30	XV>H GDLH 	sin great	XV>H 	GDLH 	1	1
Exodus 32:31	XV>H GDLH 	sin great	XV>H 	GDLH 	1	1
Exodus 33:3	>L&>RY ZBT XLB WDB# 	to earth flow milk and honey	>RY 	ZBT XLB WDB# 	1	1
Exodus 33:3	<M&Q#H&<RP 	people hard neck	<M&	Q#H&<RP 	1	1
Exodus 33:4	>T&HDBR HR< HZH 	<object marker> the word the evil the this	HDBR 	HR< 	2	1
Exodus 33:5	<M&Q#H&<RP 	people hard neck	<M&	Q#H&<RP 	1	1
Exodus 34:1	<L&HLXT HR>#NJM 	upon the tablet the first	HLXT 	HR>#NJM 	2	1
Exodus 34:6	>L RXWM WXNWN 	god compassionate and gracious	>L 	RXWM WXNWN 	1	1
Exodus 34:9	<M&Q#H&<RP 	people hard neck	<M&	Q#H&<RP 	1	1
Exodus 34:14	L>L >XR 	to god other	>L 	>XR 	1	1
Exodus 34:14	>L QN> 	god jealous	>L 	QN> 	1	1
Exodus 34:21	BJWM H#BJ<J 	in the day the seventh	JWM 	H#BJ<J 	2	1
Exodus 35:2	BJWM H#BJ<J 	in the day the seventh	JWM 	H#BJ<J 	2	1
Exodus 35:7	<RT >JLM M>DMJM W<RT TX#JM W<YJ #VJM00 	skin ram, despot be ruddy and skin tachash-skin and tree acacia	<RT >JLM 	M>DMJM 	2	2
Exodus 35:10	KL&XKM&LB 	whole wise heart	KL&	XKM&LB 	1	1
Exodus 35:22	KL NDJB LB 	whole willing heart	KL 	NDJB LB 	1	1
Exodus 35:23	TKLT W>RGMN WTWL<T #NJ W## W<ZJM W<RT >JLM M>DMJM W<RT TX#JM 	purple wool and purple-wool and worm scarlet and linen and goat and skin ram, despot be ruddy and skin tachash-skin	<RT >JLM 	M>DMJM 	2	2
Exodus 35:25	KL&>#H XKMT&LB 	whole woman wise heart	>#H 	XKMT&LB 	1	1
Exodus 36:1	BYL>L W>HLJ>B WKL >J# XKM&LB 	Bezalel and Oholiab and whole man wise heart	>J# 	XKM&LB 	1	1
Exodus 36:2	>L&BYL>L W>L&>HLJ>B W>L KL&>J# XKM&LB KL 	to Bezalel and to Oholiab and to whole man wise heart whole	>J# 	XKM&LB 	1	1
Exodus 36:8	<#R JRJ<T ## M#ZR WTKLT W>RGMN WTWL<T #NJ 	ten curtain linen twist and purple wool and purple-wool and worm scarlet	## 	M#ZR 	1	1
Exodus 36:11	B#PT HJRJ<H HQJYWNH 	in lip the curtain the outermost	HJRJ<H 	HQJYWNH 	2	1
Exodus 36:11	BMXBRT H#NJT00 	in the junction the second	MXBRT 	H#NJT00 	2	1
Exodus 36:12	BMXBRT H#NJT 	in the junction the second	MXBRT 	H#NJT 	2	1
Exodus 36:17	<L #PT HJRJ<H HQJYNH 	upon lip the curtain the outermost	HJRJ<H 	HQJYNH 	2	1
Exodus 36:17	HXBRT H#NJT00 	the drapery the second	HXBRT 	H#NJT00 	2	1
Exodus 36:19	<RT >LJM M>DMJM 	skin ram, despot be ruddy	<RT >LJM 	M>DMJM 	2	2
Exodus 36:25	LYL< HM#KN H#NJT LP>T YPWN 	to side the dwelling-place the second to corner north	YL< HM#KN 	H#NJT 	3	2
Exodus 36:32	LQR#J YL<&HM#KN H#NJT 	to board side the dwelling-place the second	YL<&HM#KN 	H#NJT 	3	2
Exodus 36:33	>T&HBRJX HTJKN 	<object marker> the bar the middle	HBRJX 	HTJKN 	2	1
Exodus 36:35	TKLT W>RGMN WTWL<T #NJ W## M#ZR 	purple wool and purple-wool and worm scarlet and linen twist	## 	M#ZR 	1	1
Exodus 36:37	TKLT W>RGMN WTWL<T #NJ W## M#ZR 	purple wool and purple-wool and worm scarlet and linen twist	## 	M#ZR 	1	1
Exodus 37:2	ZHB VHWR 	gold pure	ZHB 	VHWR 	1	1
Exodus 37:3	<L&YL<W H#NJT00 	upon side the second	YL<W 	H#NJT00 	1	1
Exodus 37:6	KPRT ZHB VHWR 	cover gold pure	ZHB 	VHWR 	1	1
Exodus 37:11	ZHB VHWR 	gold pure	ZHB 	VHWR 	1	1
Exodus 37:16	ZHB VHWR00 	gold pure	ZHB 	VHWR00 	1	1
Exodus 37:17	ZHB VHWR 	gold pure	ZHB 	VHWR 	1	1
Exodus 37:18	MYDH H#NJ00 	from side the second	YDH 	H#NJ00 	1	1
Exodus 37:19	#L#H GB<JM M#QDJM 	three cup almond-like	#L#H GB<JM 	M#QDJM 	2	2
Exodus 37:19	#L#H GB<JM M#QDJM 	three cup almond-like	#L#H GB<JM 	M#QDJM 	2	2
Exodus 37:20	>RB<H GB<JM M#QDJM 	four cup almond-like	>RB<H GB<JM 	M#QDJM 	2	2
Exodus 37:22	MQ#H >XT ZHB VHWR00 	hammered work one gold pure	ZHB 	VHWR00 	1	1
Exodus 37:23	ZHB VHWR00 	gold pure	ZHB 	VHWR00 	1	1
Exodus 37:24	KKR ZHB VHWR 	disk gold pure	ZHB 	VHWR 	1	1
Exodus 37:26	ZHB VHWR 	gold pure	ZHB 	VHWR 	1	1
Exodus 38:9	## M#ZR 	linen twist	## 	M#ZR 	1	1
Exodus 38:15	LKTP H#NJT 	to the shoulder the second	KTP 	H#NJT 	2	1
Exodus 38:16	## M#ZR00 	linen twist	## 	M#ZR00 	1	1
Exodus 38:18	M<#H RQM TKLT W>RGMN WTWL<T #NJ W## M#ZR 	deed weave purple wool and purple-wool and worm scarlet and linen twist	## 	M#ZR 	1	1
Exodus 39:2	ZHB TKLT W>RGMN WTWL<T #NJ W## M#ZR00 	gold purple wool and purple-wool and worm scarlet and linen twist	## 	M#ZR00 	1	1
Exodus 39:5	ZHB TKLT W>RGMN WTWL<T #NJ W## M#ZR 	gold purple wool and purple-wool and worm scarlet and linen twist	## 	M#ZR 	1	1
Exodus 39:8	ZHB TKLT W>RGMN WTWL<T #NJ W## M#ZR00 	gold purple wool and purple-wool and worm scarlet and linen twist	## 	M#ZR00 	1	1
Exodus 39:11	HVWR H#NJ 	the row the second	HVWR 	H#NJ 	2	1
Exodus 39:12	HVWR H#LJ#J 	the row the third	HVWR 	H#LJ#J 	2	1
Exodus 39:13	HVWR HRBJ<J 	the row the fourth	HVWR 	HRBJ<J 	2	1
Exodus 39:15	#R#RT GBLT M<#H <BT ZHB VHWR00 	chain <uncertain> deed rope gold pure	ZHB 	VHWR00 	1	1
Exodus 39:25	P<MNJ ZHB VHWR 	bell gold pure	ZHB 	VHWR 	1	1
Exodus 39:28	## M#ZR00 	linen twist	## 	M#ZR00 	1	1
Exodus 39:29	## M#ZR WTKLT W>RGMN WTWL<T #NJ M<#H RQM 	linen twist and purple wool and purple-wool and worm scarlet deed weave	## 	M#ZR 	1	1
Exodus 39:30	ZHB VHWR 	gold pure	ZHB 	VHWR 	1	1
Exodus 39:34	>T&MKSH <WRT H>JLM HM>DMJM W>T&MKSH <RT HTX#JM W>T PRKT HMSK00 	<object marker> covering skin the ram, despot the be ruddy and <object marker> covering skin the tachash-skin and <object marker> curtain the covering	<WRT H>JLM 	HM>DMJM 	3	2
Exodus 39:37	>T&HMNRH HVHRH >T&NRTJH NRT HM<RKH W>T&KL&KLJH W>T #MN HM>WR00 	<object marker> the lamp stand the pure <object marker> lamp lamp the row and <object marker> whole tool and <object marker> oil the lamp	HMNRH 	HVHRH 	2	1
Exodus 40:2	BJWM&HXD# HR>#WN 	in day the month the first	HXD# 	HR>#WN 	2	1
Exodus 40:17	BXD# HR>#WN 	in the month the first	XD# 	HR>#WN 	2	1
Exodus 40:17	B#NH H#NJT 	in the year the second	#NH 	H#NJT 	2	1
Leviticus 1:3	ZKR TMJM 	male complete	ZKR 	TMJM 	1	0
Leviticus 1:10	ZKR TMJM 	male complete	ZKR 	TMJM 	1	0
Leviticus 3:9	XLBW H>LJH TMJMH W>T&HXLB W>T KL&HXLB 	fat the fat tail complete and <object marker> the fat and <object marker> whole the fat	H>LJH 	TMJMH 	2	1
Leviticus 4:12	>L&MXWY LMXNH >L&MQWM VHWR >L&#PK HD#N 	to from outside to the camp to place pure to rubbish-heap the fatness	MQWM 	VHWR 	1	1
Leviticus 4:21	>T HPR HR>#WN 	<object marker> the young bull the first	HPR 	HR>#WN 	2	1
Leviticus 4:23	#<JR <ZJM ZKR TMJM00 	he-goat goat male complete	#<JR <ZJM 	ZKR TMJM00 	2	2
Leviticus 4:28	#<JRT <ZJM TMJMH NQBH 	goat goat complete female	#<JRT <ZJM 	TMJMH NQBH 	2	2
Leviticus 4:32	NQBH TMJMH 	female complete	NQBH 	TMJMH 	1	0
Leviticus 5:2	BKL&DBR VM> >W BNBLT XJH VM>H >W BNBLT BHMH VM>H >W BNBLT #RY VM> 	in whole word unclean or in corpse wild animal unclean or in corpse cattle unclean or in corpse swarming creatures unclean	DBR 	VM> 	1	1
Leviticus 5:2	BKL&DBR VM> >W BNBLT XJH VM>H >W BNBLT BHMH VM>H >W BNBLT #RY VM> 	in whole word unclean or in corpse wild animal unclean or in corpse cattle unclean or in corpse swarming creatures unclean	XJH 	VM>H 	1	1
Leviticus 5:2	BKL&DBR VM> >W BNBLT XJH VM>H >W BNBLT BHMH VM>H >W BNBLT #RY VM> 	in whole word unclean or in corpse wild animal unclean or in corpse cattle unclean or in corpse swarming creatures unclean	BHMH 	VM>H 	1	1
Leviticus 5:2	BKL&DBR VM> >W BNBLT XJH VM>H >W BNBLT BHMH VM>H >W BNBLT #RY VM> 	in whole word unclean or in corpse wild animal unclean or in corpse cattle unclean or in corpse swarming creatures unclean	#RY 	VM> 	1	1
Leviticus 5:15	>JL TMJM MN&HY>N 	ram, despot complete from the cattle	>JL 	TMJM 	1	1
Leviticus 5:18	>JL TMJM MN&HY>N 	ram, despot complete from the cattle	>JL 	TMJM 	1	1
Leviticus 5:25	>JL TMJM MN&HY>N 	ram, despot complete from the cattle	>JL 	TMJM 	1	1
Leviticus 6:4	BGDJM >XRJM 	garment other	BGDJM 	>XRJM 	1	1
Leviticus 6:4	>L&MXWY LMXNH >L&MQWM VHWR00 	to from outside to the camp to place pure	MQWM 	VHWR00 	1	1
Leviticus 6:9	BMQWM QD# 	in place holy	MQWM 	QD# 	1	1
Leviticus 6:19	BMQWM QD# BXYR >HL MW<D00 	in place holy in court tent appointment	MQWM 	QD# 	1	1
Leviticus 6:20	BMQWM QD#00 	in place holy	MQWM 	QD#00 	1	1
Leviticus 7:6	KL&ZKR BKHNJM 	whole male in the priest	KL&	ZKR 	1	1
Leviticus 7:6	BMQWM QDW# 	in place holy	MQWM 	QDW# 	1	1
Leviticus 7:12	XLWT MYWT WRQJQJ MYWT WSLT MRBKT 	bread matzah and wafer matzah and wheat groat mix	SLT 	MRBKT 	1	1
Leviticus 7:17	BJWM H#LJ#J 	in the day the third	JWM 	H#LJ#J 	2	1
Leviticus 7:18	BJWM H#LJ#J 	in the day the third	JWM 	H#LJ#J 	2	1
Leviticus 7:19	BKL&VM> 	in whole unclean	KL&	VM> 	1	1
Leviticus 7:19	KL&VHWR 	whole pure	KL&	VHWR 	1	1
Leviticus 7:21	BKL&VM> BVM>T >DM >W BBHMH VM>H >W BKL&#QY VM> 	in whole unclean in uncleanness human, mankind or in cattle unclean or in whole something detestable unclean	KL&	VM> 	1	1
Leviticus 7:21	BKL&VM> BVM>T >DM >W BBHMH VM>H >W BKL&#QY VM> 	in whole unclean in uncleanness human, mankind or in cattle unclean or in whole something detestable unclean	BHMH 	VM>H 	1	1
Leviticus 7:21	BKL&VM> BVM>T >DM >W BBHMH VM>H >W BKL&#QY VM> 	in whole unclean in uncleanness human, mankind or in cattle unclean or in whole something detestable unclean	#QY 	VM> 	1	1
Leviticus 8:22	>T&H>JL H#NJ >JL HML>JM 	<object marker> the ram, despot the second ram, despot the installation	H>JL 	H#NJ 	2	1
Leviticus 8:23	<L&TNWK >ZN&>HRN HJMNJT W<L&BHN JDW HJMNJT W<L&BHN RGLW HJMNJT00 	upon earlobe ear Aaron the right-hand and upon thumb hand the right-hand and upon thumb foot the right-hand	>ZN&>HRN 	HJMNJT 	2	1
Leviticus 8:23	<L&TNWK >ZN&>HRN HJMNJT W<L&BHN JDW HJMNJT W<L&BHN RGLW HJMNJT00 	upon earlobe ear Aaron the right-hand and upon thumb hand the right-hand and upon thumb foot the right-hand	JDW 	HJMNJT 	1	1
Leviticus 8:23	<L&TNWK >ZN&>HRN HJMNJT W<L&BHN JDW HJMNJT W<L&BHN RGLW HJMNJT00 	upon earlobe ear Aaron the right-hand and upon thumb hand the right-hand and upon thumb foot the right-hand	RGLW 	HJMNJT00 	1	1
Leviticus 8:24	<L&TNWK >ZNM HJMNJT W<L&BHN JDM HJMNJT W<L&BHN RGLM HJMNJT 	upon earlobe ear the right-hand and upon thumb hand the right-hand and upon thumb foot the right-hand	>ZNM 	HJMNJT 	1	1
Leviticus 8:24	<L&TNWK >ZNM HJMNJT W<L&BHN JDM HJMNJT W<L&BHN RGLM HJMNJT 	upon earlobe ear the right-hand and upon thumb hand the right-hand and upon thumb foot the right-hand	JDM 	HJMNJT 	1	1
Leviticus 8:24	<L&TNWK >ZNM HJMNJT W<L&BHN JDM HJMNJT W<L&BHN RGLM HJMNJT 	upon earlobe ear the right-hand and upon thumb hand the right-hand and upon thumb foot the right-hand	RGLM 	HJMNJT 	1	1
Leviticus 9:1	BJWM H#MJNJ 	in the day the eighth	JWM 	H#MJNJ 	2	1
Leviticus 9:2	<GL BN&BQR LXV>T W>JL L<LH TMJMM 	bull son cattle to sin and ram, despot to burnt-offering complete	<GL BN&BQR LXV>T W>JL L<LH 	TMJMM 	9	6
Leviticus 9:3	#<JR&<ZJM LXV>T W<GL WKB# BNJ&#NH TMJMM L<LH00 	he-goat goat to sin and bull and young ram son year complete to burnt-offering	<GL WKB# BNJ&#NH 	TMJMM 	5	4
Leviticus 10:1	># ZRH 	fire strange	># 	ZRH 	1	1
Leviticus 10:12	>L&>HRN W>L >L<ZR W>L&>JTMR BNJW HNWTRJM 	to Aaron and to Eleazar and to Ithamar son the remain	BNJW 	HNWTRJM 	1	1
Leviticus 10:13	BMQWM QD# 	in place holy	MQWM 	QD# 	1	1
Leviticus 10:14	BMQWM VHWR 	in place pure	MQWM 	VHWR 	1	1
Leviticus 10:16	<L&>L<ZR W<L&>JTMR BNJ >HRN HNWTRM 	upon Eleazar and upon Ithamar son Aaron the remain	BNJ >HRN 	HNWTRM 	2	1
Leviticus 12:3	BJWM H#MJNJ 	in the day the eighth	JWM 	H#MJNJ 	2	1
Leviticus 13:4	BHRT LBNH 	<spot on skin> white	BHRT 	LBNH 	1	1
Leviticus 13:5	BJWM H#BJ<J 	in the day the seventh	JWM 	H#BJ<J 	2	1
Leviticus 13:6	BJWM H#BJ<J 	in the day the seventh	JWM 	H#BJ<J 	2	1
Leviticus 13:10	#>T&LBNH 	swelling white	#>T&	LBNH 	1	1
Leviticus 13:10	MXJT B#R XJ 	life preservation flesh alive	B#R 	XJ 	1	1
Leviticus 13:11	YR<T NW#NT 	skin-disease be old	YR<T 	NW#NT 	1	1
Leviticus 13:14	B#R XJ 	flesh alive	B#R 	XJ 	1	1
Leviticus 13:15	>T&HB#R HXJ 	<object marker> the flesh the alive	HB#R 	HXJ 	2	1
Leviticus 13:15	HB#R HXJ 	the flesh the alive	HB#R 	HXJ 	2	1
Leviticus 13:16	HB#R HXJ 	the flesh the alive	HB#R 	HXJ 	2	1
Leviticus 13:19	#>T LBNH >W BHRT LBNH >DMDMT 	swelling white or <spot on skin> white reddish	#>T 	LBNH 	1	1
Leviticus 13:19	#>T LBNH >W BHRT LBNH >DMDMT 	swelling white or <spot on skin> white reddish	BHRT 	LBNH >DMDMT 	1	1
Leviticus 13:21	#<R LBN 	hair white	#<R 	LBN 	1	1
Leviticus 13:24	BHRT LBNH >DMDMT >W LBNH00 	<spot on skin> white reddish or white	BHRT 	LBNH >DMDMT >W LBNH00 	1	1
Leviticus 13:26	#<R LBN 	hair white	#<R 	LBN 	1	1
Leviticus 13:27	BJWM H#BJ<J 	in the day the seventh	JWM 	H#BJ<J 	2	1
Leviticus 13:30	#<R YHB DQ 	hair gleaming thin	#<R 	YHB DQ 	1	1
Leviticus 13:31	#<R #XR 	hair black	#<R 	#XR 	1	1
Leviticus 13:32	BJWM H#BJ<J 	in the day the seventh	JWM 	H#BJ<J 	2	1
Leviticus 13:32	#<R YHB 	hair gleaming	#<R 	YHB 	1	1
Leviticus 13:34	BJWM H#BJ<J 	in the day the seventh	JWM 	H#BJ<J 	2	1
Leviticus 13:36	L#<R HYHB 	to the hair the gleaming	#<R 	HYHB 	2	1
Leviticus 13:37	#<R #XR 	hair black	#<R 	#XR 	1	1
Leviticus 13:38	BHRT BHRT LBNT00 	<spot on skin> <spot on skin> white	BHRT 	LBNT00 	1	1
Leviticus 13:39	BHRT KHWT LBNT 	<spot on skin> dim white	BHRT 	KHWT LBNT 	1	1
Leviticus 13:42	NG< LBN >DMDM 	stroke white reddish	NG< 	LBN >DMDM 	1	1
Leviticus 13:42	YR<T PRXT 	skin-disease sprout	YR<T 	PRXT 	1	1
Leviticus 13:44	>J#&YRW< 	man have skin-disease	>J#&	YRW< 	1	1
Leviticus 13:51	BJWM H#BJ<J 	in the day the seventh	JWM 	H#BJ<J 	2	1
Leviticus 13:51	YR<T MM>RT 	skin-disease hurt	YR<T 	MM>RT 	1	1
Leviticus 13:52	YR<T MM>RT 	skin-disease hurt	YR<T 	MM>RT 	1	1
Leviticus 14:4	#TJ&YPRJM XJWT VHRWT W<Y >RZ W#NJ TWL<T W>ZB00 	two bird alive pure and tree cedar and scarlet worm and hyssop	XJWT 	VHRWT 	1	0
Leviticus 14:5	<L&MJM XJJM00 	upon water alive	MJM 	XJJM00 	1	1
Leviticus 14:6	>T&HYPR HXJH 	<object marker> the bird the alive	HYPR 	HXJH 	2	1
Leviticus 14:6	>WTM W>T HYPR HXJH 	<object marker> and <object marker> the bird the alive	HYPR 	HXJH 	2	1
Leviticus 14:6	<L HMJM HXJJM00 	upon the water the alive	HMJM 	HXJJM00 	2	1
Leviticus 14:7	>T&HYPR HXJH 	<object marker> the bird the alive	HYPR 	HXJH 	2	1
Leviticus 14:9	BJWM H#BJ<J 	in the day the seventh	JWM 	H#BJ<J 	2	1
Leviticus 14:10	BJWM H#MJNJ 	in the day the eighth	JWM 	H#MJNJ 	2	1
Leviticus 14:10	#NJ&KB#JM TMJMJM WKB#H >XT BT&#NTH TMJMH W#L#H <#RNJM SLT MNXH WLG >XD #MN00 	two young ram complete and young ewe-lamb one daughter year complete and three tenth part wheat groat present and log one oil	KB#JM 	TMJMJM 	1	1
