passage	phrase_text	phrase_gloss	head	attributive	#words_mother	#nouns_mother
Psalms 5:10	QBR&PTWX 	grave open	QBR&	PTWX 	1	1
Psalms 7:10	>LHJM YDJQ00 	god(s) just	>LHJM 	YDJQ00 	1	1
Psalms 7:12	#WPV YDJQ 	judge just	#WPV 	YDJQ 	1	0
Psalms 7:18	#M&JHWH <LJWN00 	name YHWH upper	#M&JHWH 	<LJWN00 	2	1
Psalms 12:7	>MRWT VHRWT 	word pure	>MRWT 	VHRWT 	1	1
Psalms 14:5	BDWR YDJQ00 	in generation just	DWR 	YDJQ00 	1	1
Psalms 18:17	MMJM RBJM00 	from water much	MJM 	RBJM00 	1	1
Psalms 18:26	<M&GBR TMJM 	with vigorous man complete	GBR 	TMJM 	1	1
Psalms 18:28	<M&<NJ 	people humble	<M&	<NJ 	1	1
Psalms 18:28	<JNJM RMWT 	eye be high	<JNJM 	RMWT 	1	1
Psalms 19:11	MZHB WMPZ RB 	from gold and from topaz much	PZ 	RB 	1	1
Psalms 19:12	<QB RB00 	end much	<QB 	RB00 	1	1
Psalms 19:14	MP#< RB00 	from rebellion much	P#< 	RB00 	1	1
Psalms 21:8	BXSD <LJWN 	in loyalty upper	XSD 	<LJWN 	1	1
Psalms 22:13	PRJM RBJM 	young bull much	PRJM 	RBJM 	1	1
Psalms 22:26	BQHL RB 	in assembly much	QHL 	RB 	1	1
Psalms 29:3	<L&MJM RBJM00 	upon water much	MJM 	RBJM00 	1	1
Psalms 31:13	KKLJ >BD00 	as tool perish	KLJ 	>BD00 	1	1
Psalms 32:6	RQ L#VP MJM RBJM 	only to flood water much	MJM 	RBJM 	1	1
Psalms 33:3	#JR XD# 	song new	#JR 	XD# 	1	1
Psalms 35:18	BQHL RB 	in assembly much	QHL 	RB 	1	1
Psalms 35:18	B<M <YWM 	in people mighty	<M 	<YWM 	1	1
Psalms 36:7	THWM RBH 	primeval ocean much	THWM 	RBH 	1	1
Psalms 37:16	MHMWN R#<JM RBJM00 	from commotion guilty much	R#<JM 	RBJM00 	1	0
Psalms 37:35	K>ZRX R<NN00 	as native luxuriant	>ZRX 	R<NN00 	1	1
Psalms 38:5	KM#> KBD 	as burden heavy	M#> 	KBD 	1	1
Psalms 39:6	KL&>DM NYB 	whole human, mankind stand	>DM 	NYB 	1	1
Psalms 40:4	#JR XD# 	song new	#JR 	XD# 	1	1
Psalms 40:10	BQHL RB 	in assembly much	QHL 	RB 	1	1
Psalms 40:11	LQHL RB00 	to assembly much	QHL 	RB00 	1	1
Psalms 42:3	L>LHJM L>L XJ 	to god(s) to god alive	>L 	XJ 	1	1
Psalms 42:5	HMWN XWGG00 	commotion jump	HMWN 	XWGG00 	1	1
Psalms 42:10	BLXY >WJB00 	in oppression be hostile	LXY 	>WJB00 	1	1
Psalms 43:1	MGWJ L>&XSJD 	from people not loyal	GWJ 	L>&XSJD 	1	1
Psalms 43:2	BLXY >WJB00 	in oppression be hostile	LXY 	>WJB00 	1	1
Psalms 44:21	L>L ZR00 	to god strange	>L 	ZR00 	1	1
Psalms 45:2	DBR VWB 	word good	DBR 	VWB 	1	1
Psalms 45:2	<V SWPR MHJR00 	stylus scribe quick	<V SWPR 	MHJR00 	2	2
Psalms 47:3	JHWH <LJWN 	YHWH upper	JHWH 	<LJWN 	1	0
Psalms 47:3	MLK GDWL 	king great	MLK 	GDWL 	1	1
Psalms 48:3	HR&YJWN JRKTJ YPWN QRJT MLK RB00 	mountain Zion backside north town king much	MLK 	RB00 	1	1
Psalms 48:14	LDWR >XRWN00 	to generation at the back	DWR 	>XRWN00 	1	1
Psalms 51:12	LB VHWR 	heart pure	LB 	VHWR 	1	1
Psalms 51:12	RWX NKWN 	wind be firm	RWX 	NKWN 	1	1
Psalms 51:14	RWX NDJBH 	wind willing	RWX 	NDJBH 	1	1
Psalms 51:19	LB&N#BR WNDKH 	heart break and crush	LB&	N#BR WNDKH 	1	1
Psalms 52:4	KT<R MLV# 	as knife sharpen	T<R 	MLV# 	1	1
Psalms 52:10	KZJT R<NN 	as olive luxuriant	ZJT 	R<NN 	1	1
Psalms 55:9	MRWX S<H 	from wind calumniate	RWX 	S<H 	1	1
Psalms 57:5	XRB XDH00 	dagger sharp	XRB 	XDH00 	1	1
Psalms 58:5	KMW&PTN XR# 	like cobra deaf	PTN 	XR# 	1	1
Psalms 62:4	KQJR NVWJ 	as wall extend	QJR 	NVWJ 	1	1
Psalms 64:4	XYM DBR MR00 	arrow word bitter	DBR 	MR00 	1	1
Psalms 64:6	DBR R< 	word evil	DBR 	R< 	1	1
Psalms 64:7	XP# MXP# 	<uncertain> search	XP# 	MXP# 	1	1
Psalms 68:12	YB> RB00 	service much	YB> 	RB00 	1	1
Psalms 68:26	<LMWT TWPPWT00 	young woman beat	<LMWT 	TWPPWT00 	1	1
Psalms 71:20	YRWT RBWT WR<WT 	distress much and evil	YRWT 	RBWT 	1	1
Psalms 74:18	<M NBL 	people stupid	<M 	NBL 	1	1
Psalms 75:6	BYW>R <TQ00 	in neck unrestrained	YW>R 	<TQ00 	1	1
Psalms 77:14	>L GDWL 	god great	>L 	GDWL 	1	1
Psalms 77:20	BMJM RBJM 	in water much	MJM 	RBJM 	1	1
Psalms 78:4	LDWR >XRWN 	to generation at the back	DWR 	>XRWN 	1	1
Psalms 78:6	DWR >XRWN 	generation at the back	DWR 	>XRWN 	1	1
Psalms 78:8	K>BWTM DWR SWRR WMRH DWR 	as father generation rebel and rebel generation	DWR 	SWRR WMRH 	1	1
Psalms 78:35	>L <LJWN 	god upper	>L 	<LJWN 	1	1
Psalms 79:8	<WNT R>#NJM 	sin first	<WNT 	R>#NJM 	1	1
Psalms 81:10	>L ZR 	god strange	>L 	ZR 	1	1
Psalms 84:3	>L >L&XJ00 	to god alive	>L&	XJ00 	1	1
Psalms 86:13	M#>WL TXTJH00 	from nether world lower	#>WL 	TXTJH00 	1	1
Psalms 86:15	>L&RXWM WXNWN 	god compassionate and gracious	>L&	RXWM WXNWN 	1	1
Psalms 89:50	XSDJK HR>#NJM 	loyalty the first	XSDJK 	HR>#NJM 	1	1
Psalms 92:7	>J#&B<R 	man stupid	>J#&	B<R 	1	1
Psalms 92:11	B#MN R<NN00 	in oil luxuriant	#MN 	R<NN00 	1	1
Psalms 93:4	MQLWT MJM RBJM 	from sound water much	MJM 	RBJM 	1	1
Psalms 94:21	DM NQJ 	blood innocent	DM 	NQJ 	1	1
Psalms 95:3	>L GDWL 	god great	>L 	GDWL 	1	1
Psalms 95:3	MLK GDWL <L&KL&>LHJM00 	king great upon whole god(s)	MLK 	GDWL 	1	1
Psalms 96:1	#JR XD# 	song new	#JR 	XD# 	1	1
Psalms 97:1	>JJM RBJM00 	coast, island much	>JJM 	RBJM00 	1	1
Psalms 98:1	#JR XD# 	song new	#JR 	XD# 	1	1
Psalms 99:3	#MK GDWL WNWR> 	name great and fear	#MK 	GDWL WNWR> 	1	1
Psalms 99:8	>L N#> 	god lift	>L 	N#> 	1	1
Psalms 101:2	BDRK TMJM 	in way complete	DRK 	TMJM 	1	1
Psalms 101:4	LBB <Q# 	heart crooked	LBB 	<Q# 	1	1
Psalms 101:6	BDRK TMJM 	in way complete	DRK 	TMJM 	1	1
Psalms 102:12	KYL NVWJ 	as shadow extend	YL 	NVWJ 	1	1
Psalms 102:19	LDWR >XRWN 	to generation at the back	DWR 	>XRWN 	1	1
Psalms 102:19	<M NBR> 	people create	<M 	NBR> 	1	1
Psalms 104:4	># LHV00 	fire devour	># 	LHV00 	1	1
Psalms 104:25	XJWT QVNWT <M&GDLWT00 	wild animal small with great	XJWT 	QVNWT 	1	1
Psalms 105:13	>L&<M >XR00 	to people other	<M 	>XR00 	1	1
Psalms 106:38	DM NQJ DM&BNJHM WBNWTJHM 	blood innocent blood son and daughter	DM 	NQJ 	1	1
Psalms 106:43	P<MJM RBWT 	foot much	P<MJM 	RBWT 	1	1
Psalms 107:7	BDRK J#RH 	in way right	DRK 	J#RH 	1	1
Psalms 107:9	NP# #QQH 	soul narrow	NP# 	#QQH 	1	1
Psalms 107:9	NP# R<BH 	soul hungry	NP# 	R<BH 	1	1
Psalms 107:23	BMJM RBJM00 	in water much	MJM 	RBJM00 	1	1
Psalms 109:13	BDWR >XR 	in generation other	DWR 	>XR 	1	1
Psalms 109:16	>J#&<NJ W>BJWN WNK>H LBB 	man humble and poor and dishearten heart	>J#&	<NJ W>BJWN 	1	1
Psalms 110:6	R># <L&>RY RBH00 	head upon earth much	>RY 	RBH00 	1	1
Psalms 111:10	#KL VWB 	insight good	#KL 	VWB 	1	1
Psalms 112:5	>J# XWNN WMLWH 	man favour and borrow	>J# 	XWNN WMLWH 	1	1
Psalms 112:7	M#MW<H R<H 	from report evil	#MW<H 	R<H 	1	1
Psalms 114:1	M<M L<Z00 	from people speak unintelligibly	<M 	L<Z00 	1	1
Psalms 119:21	ZDJM >RWRJM 	insolent curse	ZDJM 	>RWRJM 	1	0
Psalms 119:101	MKL&>RX R< 	from whole path evil	>RX 	R< 	1	1
Psalms 119:162	#LL RB00 	plunder much	#LL 	RB00 	1	1
Psalms 119:165	#LWM RB 	peace much	#LWM 	RB 	1	1
Psalms 119:176	K#H >BD 	as lamb perish	#H 	>BD 	1	1
Psalms 124:5	HMJM HZJDWNJM00 	the water the running	HMJM 	HZJDWNJM00 	2	1
Psalms 128:3	KGPN PRJH BJRKTJ BJTK 	as vine be fertile in backside house	GPN 	PRJH 	1	1
Psalms 135:10	GWJM RBJM 	people much	GWJM 	RBJM 	1	1
Psalms 135:10	MLKJM <YWMJM00 	king mighty	MLKJM 	<YWMJM00 	1	1
Psalms 136:4	NPL>WT GDLWT 	be miraculous great	NPL>WT 	GDLWT 	1	0
Psalms 136:7	>WRJM GDLJM 	light great	>WRJM 	GDLJM 	1	1
Psalms 136:12	BJD XZQH WBZRW< NVWJH 	in hand strong and in arm extend	JD 	XZQH 	1	1
Psalms 136:12	BJD XZQH WBZRW< NVWJH 	in hand strong and in arm extend	ZRW< 	NVWJH 	1	1
Psalms 136:17	MLKJM GDLJM 	king great	MLKJM 	GDLJM 	1	1
Psalms 136:18	MLKJM >DJRJM 	king mighty	MLKJM 	>DJRJM 	1	1
Psalms 140:2	M>DM R< 	from human, mankind evil	>DM 	R< 	1	1
Psalms 140:12	>J#&XMS R< 	man violence evil	>J#&XMS 	R< 	2	2
Psalms 141:4	LDBR R< 	to word evil	DBR 	R< 	1	1
Psalms 143:6	K>RY&<JPH 	as earth faint	>RY&	<JPH 	1	1
Psalms 144:4	KYL <WBR00 	as shadow pass	YL 	<WBR00 	1	1
Psalms 144:7	MMJM RBJM 	from water much	MJM 	RBJM 	1	1
Psalms 144:9	#JR XD# 	song new	#JR 	XD# 	1	1
Psalms 144:10	MXRB R<H00 	from dagger evil	XRB 	R<H00 	1	1
Psalms 145:16	LKL&XJ 	to whole alive	KL&	XJ 	1	1
Psalms 149:1	#JR XD# 	song new	#JR 	XD# 	1	1
Psalms 149:9	M#PV KTWB 	justice write	M#PV 	KTWB 	1	1
Job 1:19	RWX GDWLH 	wind great	RWX 	GDWLH 	1	1
Job 2:7	B#XJN R< MKP RGLW W<D QDQDW00 	in boil evil from palm foot and unto scalp	#XJN 	R< 	1	1
Job 3:16	KNPL VMWN 	as miscarriage hide	NPL 	VMWN 	1	1
Job 3:18	QWL NG#00 	sound drive	QWL 	NG#00 	1	1
Job 4:3	JDJM RPWT 	hand slack	JDJM 	RPWT 	1	1
Job 4:4	BRKJM KR<WT 	knee kneel	BRKJM 	KR<WT 	1	1
Job 8:2	RWX KBJR 	wind great	RWX 	KBJR 	1	1
Job 8:8	LDR RJ#WN 	to generation first	DR 	RJ#WN 	1	1
Job 11:12	>J# NBWB 	man be hollow	>J# 	NBWB 	1	1
Job 13:25	<LH NDP 	leafage scatter	<LH 	NDP 	1	1
Job 13:25	>T&Q# JB# 	<object marker> stubble dry	Q# 	JB# 	1	1
Job 14:18	HR&NWPL 	mountain fall	HR&	NWPL 	1	1
Job 15:28	<RJM NKXDWT 	town hide	<RJM 	NKXDWT 	1	1
Job 20:29	XLQ&>DM R#< M>LHJM 	share human, mankind guilty from god(s)	XLQ&>DM 	R#< 	2	2
Job 21:25	BNP# MRH 	in soul bitter	NP# 	MRH 	1	1
Job 24:6	KRM R#< 	vineyard guilty	KRM 	R#< 	1	1
Job 26:13	NX# BRJX00 	serpent fleeing	NX# 	BRJX00 	1	1
Job 27:13	XLQ&>DM R#< 	share human, mankind guilty	XLQ&>DM 	R#< 	2	2
Job 28:16	B#HM JQR WSPJR00 	in carnelian rare and lapis lazuli	#HM 	JQR 	1	1
Job 28:19	BKTM VHWR 	in gold pure	KTM 	VHWR 	1	1
Job 30:14	KPRY RXB 	as breach wide	PRY 	RXB 	1	1
Job 30:23	BJT MW<D LKL&XJ00 	house appointment to whole alive	KL&	XJ00 	1	1
Job 30:31	LQWL BKJM00 	to sound weep	QWL 	BKJM00 	1	1
Job 32:19	K>BWT XD#JM 	as bag new	>BWT 	XD#JM 	1	1
Job 34:17	YDJQ KBJR 	just great	YDJQ 	KBJR 	1	0
Job 34:30	>DM XNP 	human, mankind alienated	>DM 	XNP 	1	1
Job 34:34	GBR XKM 	vigorous man wise	GBR 	XKM 	1	1
Job 36:17	DJN&R#< 	claim guilty	DJN&	R#< 	1	1
Job 37:18	KR>J MWYQ00 	as mirror pour	R>J 	MWYQ00 	1	1
Job 40:11	KL&G>H 	whole haughty	KL&	G>H 	1	1
Job 40:12	KL&G>H 	whole haughty	KL&	G>H 	1	1
Job 41:7	XWTM YR00 	seal narrow	XWTM 	YR00 	1	1
Job 41:12	KDWD NPWX W>GMN00 	as cooking pot blow and rush	DWD 	NPWX 	1	1
Job 41:16	KPLX TXTJT00 	as slice lower	PLX 	TXTJT00 	1	1
Job 41:26	>T&KL&GBH 	<object marker> whole high	KL&	GBH 	1	1
Job 42:15	N#JM JPWT 	woman beautiful	N#JM 	JPWT 	1	1
Proverbs 1:13	KL&HWN JQR 	whole abundance rare	HWN 	JQR 	1	1
Proverbs 2:12	MDRK R< 	from way evil	DRK 	R< 	1	1
Proverbs 2:16	M>#H ZRH 	from woman strange	>#H 	ZRH 	1	1
Proverbs 3:4	XN W#KL&VWB 	grace and insight good	#KL&	VWB 	1	1
Proverbs 4:2	LQX VWB 	teaching good	LQX 	VWB 	1	1
Proverbs 5:14	BKL&R< 	in whole evil	KL&	R< 	1	1
Proverbs 6:11	K>J# MGN00 	as man insolent	>J# 	MGN00 	1	1
Proverbs 6:17	<JNJM RMWT L#WN #QR WJDJM 	eye be high tongue lie and hand	<JNJM 	RMWT 	1	1
Proverbs 6:17	DM&NQJ00 	blood innocent	DM&	NQJ00 	1	1
Proverbs 6:24	MXLQT L#WN NKRJH00 	from smoothness tongue foreign	XLQT L#WN 	NKRJH00 	2	2
Proverbs 6:26	B<D&>#H ZWNH 	distance woman fornicate	>#H 	ZWNH 	1	1
Proverbs 6:26	NP# JQRH 	soul rare	NP# 	JQRH 	1	1
Proverbs 7:5	M>#H ZRH 	from woman strange	>#H 	ZRH 	1	1
Proverbs 7:7	N<R XSR&LB00 	boy lacking heart	N<R 	XSR&LB00 	1	1
Proverbs 7:26	RBJM XLLJM 	much pierced	RBJM 	XLLJM 	1	0
Proverbs 8:10	MXRWY NBXR00 	from gold examine	XRWY 	NBXR00 	1	1
Proverbs 8:13	G>H WG>WN WDRK R< WPJ THPKWT 	arrogance and height and way evil and mouth perversity	DRK 	R< 	1	1
Proverbs 8:18	HWN <TQ WYDQH00 	abundance hereditary and justice	HWN 	<TQ 	1	1
Proverbs 8:19	MKSP NBXR00 	from silver examine	KSP 	NBXR00 	1	1
Proverbs 8:24	B>JN M<JNWT NKBDJ&MJM00 	in <NEG> well be heavy water	M<JNWT 	NKBDJ&MJM00 	1	1
Proverbs 9:17	MJM&GNWBJM 	water steal	MJM&	GNWBJM 	1	1
Proverbs 10:1	BN XKM 	son wise	BN 	XKM 	1	1
Proverbs 10:1	BN KSJL 	son insolent	BN 	KSJL 	1	1
Proverbs 10:5	BN M#KJL 	son prosper	BN 	M#KJL 	1	1
Proverbs 10:5	BN MBJ#00 	son be ashamed	BN 	MBJ#00 	1	1
Proverbs 10:6	LR># YDJQ 	to head just	R># 	YDJQ 	1	1
Proverbs 10:7	ZKR YDJQ 	mention just	ZKR 	YDJQ 	1	1
Proverbs 10:14	MXTH QRBH00 	terror near	MXTH 	QRBH00 	1	1
Proverbs 10:15	HWN <#JR 	abundance rich	HWN 	<#JR 	1	1
Proverbs 10:20	KSP NBXR 	silver examine	KSP 	NBXR 	1	1
Proverbs 11:1	>BN #LMH 	stone complete	>BN 	#LMH 	1	1
Proverbs 11:7	BMWT >DM R#< 	in death human, mankind guilty	>DM 	R#< 	1	1
Proverbs 11:22	>#H JPH WSRT V<M00 	woman beautiful and turn aside taste	>#H 	JPH WSRT V<M00 	1	1
Proverbs 12:13	MWQ# R< 	bait evil	MWQ# 	R< 	1	1
Proverbs 12:23	>DM <RWM 	human, mankind shrewd	>DM 	<RWM 	1	1
Proverbs 12:25	DBR VWB 	word good	DBR 	VWB 	1	1
Proverbs 12:27	HWN&>DM JQR 	abundance human, mankind rare	HWN&>DM 	JQR 	2	2
Proverbs 13:1	BN XKM 	son wise	BN 	XKM 	1	1
Proverbs 13:7	HWN RB00 	abundance much	HWN 	RB00 	1	1
Proverbs 13:12	TWXLT MM#KH 	hope draw	TWXLT 	MM#KH 	1	1
Proverbs 13:15	#KL&VWB 	insight good	#KL&	VWB 	1	1
Proverbs 13:16	KL&<RWM 	whole shrewd	KL&	<RWM 	1	1
Proverbs 13:17	ML>K R#< 	messenger guilty	ML>K 	R#< 	1	1
Proverbs 14:7	MNGD L>J# KSJL 	from counterpart to man insolent	>J# 	KSJL 	1	1
Proverbs 14:12	DRK J#R 	way right	DRK 	J#R 	1	1
Proverbs 14:14	>J# VWB00 	man good	>J# 	VWB00 	1	1
Proverbs 14:33	BLB NBWN 	in heart understand	LB 	NBWN 	1	1
Proverbs 14:35	L<BD M#KJL 	to servant prosper	<BD 	M#KJL 	1	1
Proverbs 15:1	M<NH&RK 	answer tender	M<NH&	RK 	1	1
Proverbs 15:6	XSN RB 	store much	XSN 	RB 	1	1
Proverbs 15:9	DRK R#< 	way guilty	DRK 	R#< 	1	1
Proverbs 15:13	LB #MX 	heart joyful	LB 	#MX 	1	1
Proverbs 15:14	LB NBWN 	heart understand	LB 	NBWN 	1	1
Proverbs 15:16	M>WYR RB 	from supply much	>WYR 	RB 	1	1
Proverbs 15:17	M#WR >BWS 	from bullock fatten	#WR 	>BWS 	1	1
Proverbs 15:19	DRK <YL 	way sluggish	DRK 	<YL 	1	1
Proverbs 15:20	BN XKM 	son wise	BN 	XKM 	1	1
Proverbs 15:22	BRB JW<YJM 	in multitude advise	RB 	JW<YJM 	1	1
Proverbs 15:28	LB YDJQ 	heart just	LB 	YDJQ 	1	1
Proverbs 15:30	#MW<H VWBH 	report good	#MW<H 	VWBH 	1	1
Proverbs 16:14	>J# XKM 	man wise	>J# 	XKM 	1	1
Proverbs 16:23	LB XKM 	heart wise	LB 	XKM 	1	1
Proverbs 16:25	DRK J#R 	way right	DRK 	J#R 	1	1
Proverbs 16:27	K># YRBT00 	as fire burning	># 	YRBT00 	1	1
Proverbs 17:1	PT XRBH 	bit dry	PT 	XRBH 	1	1
Proverbs 17:2	<BD&M#KJL 	servant prosper	<BD&	M#KJL 	1	1
Proverbs 17:11	ML>K >KZRJ 	messenger cruel	ML>K 	>KZRJ 	1	1
Proverbs 17:12	DB #KWL 	bear bereaved of children	DB 	#KWL 	1	1
Proverbs 17:18	>DM XSR&LB 	human, mankind lacking heart	>DM 	XSR&LB 	1	1
Proverbs 17:22	LB #MX 	heart joyful	LB 	#MX 	1	1
Proverbs 17:22	RWX NK>H 	wind smitten	RWX 	NK>H 	1	1
Proverbs 17:25	BN KSJL 	son insolent	BN 	KSJL 	1	1
Proverbs 18:4	MJM <MQJM 	water deep	MJM 	<MQJM 	1	1
Proverbs 18:4	NXL NB< 	wadi bubble	NXL 	NB< 	1	1
Proverbs 18:11	HWN <#JR 	abundance rich	HWN 	<#JR 	1	1
Proverbs 18:11	KXWMH N#GBH 	as wall be high	XWMH 	N#GBH 	1	1
Proverbs 18:14	RWX NK>H 	wind smitten	RWX 	NK>H 	1	1
Proverbs 18:15	LB NBWN 	heart understand	LB 	NBWN 	1	1
Proverbs 19:4	R<JM RBJM 	fellow much	R<JM 	RBJM 	1	1
Proverbs 19:13	BN KSJL 	son insolent	BN 	KSJL 	1	1
Proverbs 19:13	DLP VRD 	roof drive away	DLP 	VRD 	1	1
Proverbs 19:17	XWNN DL 	favour poor	XWNN 	DL 	1	0
Proverbs 20:3	KL&>WJL 	whole foolish	KL&	>WJL 	1	1
Proverbs 20:5	MJM <MQJM 	water deep	MJM 	<MQJM 	1	1
Proverbs 20:8	KL&R<00 	whole evil	KL&	R<00 	1	1
Proverbs 20:26	MLK XKM 	king wise	MLK 	XKM 	1	1
Proverbs 21:5	KL&>Y 	whole urge	KL&	>Y 	1	1
Proverbs 21:6	HBL NDP MBQ#J&MWT00 	breath scatter seek death	HBL 	NDP 	1	1
Proverbs 21:8	DRK >J# WZR 	way man guilty	>J# 	WZR 	1	1
Proverbs 21:14	XMH <ZH00 	heat strong	XMH 	<ZH00 	1	1
Proverbs 21:20	>WYR NXMD W#MN 	supply desire and oil	>WYR 	NXMD 	1	1
Proverbs 21:24	ZD JHJR 	insolent haughty	ZD 	JHJR 	1	0
Proverbs 21:28	>J# #WM< 	man hear	>J# 	#WM< 	1	1
Proverbs 21:29	>J# R#< 	man guilty	>J# 	R#< 	1	1
Proverbs 22:1	M<#R RB 	from riches much	<#R 	RB 	1	1
Proverbs 22:1	XN VWB00 	grace good	XN 	VWB00 	1	1
Proverbs 22:5	BDRK <Q# 	in way crooked	DRK 	<Q# 	1	1
Proverbs 22:7	L>J# MLWH00 	to man borrow	>J# 	MLWH00 	1	1
Proverbs 22:14	#WXH <MQH 	pit deep	#WXH 	<MQH 	1	1
Proverbs 22:29	>J# MHJR BML>KTW 	man quick in work	>J# 	MHJR 	1	1
Proverbs 23:8	DBRJK HN<JMJM00 	word the pleasant	DBRJK 	HN<JMJM00 	1	1
Proverbs 23:27	#WXH <MQH 	pit deep	#WXH 	<MQH 	1	1
Proverbs 23:27	B>R YRH 	well narrow	B>R 	YRH 	1	1
Proverbs 24:4	KL&HWN JQR WN<JM00 	whole abundance rare and pleasant	HWN 	JQR WN<JM00 	1	1
Proverbs 24:5	GBR&XKM 	vigorous man wise	GBR&	XKM 	1	1
Proverbs 24:6	BRB JW<Y00 	in multitude advise	RB 	JW<Y00 	1	1
Proverbs 24:26	M#JB DBRJM NKXJM00 	return word straight	DBRJM 	NKXJM00 	1	1
Proverbs 24:30	<L&#DH >J#&<YL 	upon open field man sluggish	#DH >J#&	<YL 	2	2
Proverbs 24:30	<L&KRM >DM XSR&LB00 	upon vineyard human, mankind lacking heart	KRM >DM 	XSR&LB00 	2	2
Proverbs 24:34	K>J# MGN00 	as man insolent	>J# 	MGN00 	1	1
Proverbs 25:9	SWD >XR 	confidential talk other	SWD 	>XR 	1	1
Proverbs 25:12	MWKJX XKM <L&>ZN #M<T00 	reprove wise upon ear hear	MWKJX 	XKM 	1	0
Proverbs 25:12	MWKJX XKM <L&>ZN #M<T00 	reprove wise upon ear hear	>ZN 	#M<T00 	1	1
Proverbs 25:13	YJR N>MN 	messenger be firm	YJR 	N>MN 	1	1
Proverbs 25:15	L#WN RKH 	tongue tender	L#WN 	RKH 	1	1
Proverbs 25:18	MPJY WXRB WXY #NWN 	<uncertain> and dagger and arrow sharpen	XY 	#NWN 	1	1
Proverbs 25:19	#N R<H WRGL MW<DT 	tooth pasture and foot shake	#N 	R<H 	1	1
Proverbs 25:19	#N R<H WRGL MW<DT 	tooth pasture and foot shake	RGL 	MW<DT 	1	1
Proverbs 25:19	MBVX BWGD BJWM YRH00 	trust deal treacherously in day distress	MBVX 	BWGD 	1	1
Proverbs 25:23	PNJM NZ<MJM 	face curse	PNJM 	NZ<MJM 	1	1
Proverbs 25:25	MJM QRJM 	water cool	MJM 	QRJM 	1	1
Proverbs 25:25	<L&NP# <JPH 	upon soul faint	NP# 	<JPH 	1	1
Proverbs 25:25	#MW<H VWBH 	report good	#MW<H 	VWBH 	1	1
Proverbs 25:26	M<JN NRP# WMQWR M#XT 	well foul and well destroy	M<JN 	NRP# 	1	1
Proverbs 25:26	M<JN NRP# WMQWR M#XT 	well foul and well destroy	MQWR 	M#XT 	1	1
Proverbs 26:12	>J# XKM B<JNJW 	man wise in eye	>J# 	XKM 	1	1
Proverbs 26:23	#PTJM DLQJM WLB&R<00 	lip set ablaze and heart evil	#PTJM 	DLQJM 	1	1
Proverbs 26:28	PH XLQ 	mouth smooth	PH 	XLQ 	1	1
Proverbs 27:3	K<S >WJL 	grief foolish	K<S 	>WJL 	1	1
Proverbs 27:5	TWKXT MGLH 	rebuke uncover	TWKXT 	MGLH 	1	1
Proverbs 27:5	M>HBH MSTRT00 	from love hide	>HBH 	MSTRT00 	1	1
Proverbs 27:7	NP# #B<H 	soul sated	NP# 	#B<H 	1	1
Proverbs 27:7	NP# R<BH 	soul hungry	NP# 	R<BH 	1	1
Proverbs 27:7	KL&MR 	whole bitter	KL&	MR 	1	1
Proverbs 27:10	#KN QRWB 	inhabitant near	#KN 	QRWB 	1	1
Proverbs 27:10	M>X RXWQ00 	from brother remote	>X 	RXWQ00 	1	1
Proverbs 27:14	BQWL GDWL 	in sound great	QWL 	GDWL 	1	1
Proverbs 27:15	DLP VWRD BJWM SGRJR W>#T MDJNJM 	roof drive away in day heavy rain and woman contention	DLP 	VWRD 	1	1
Proverbs 28:2	B>DM MBJN JD< 	in human, mankind understand know	>DM 	MBJN JD< 	1	1
Proverbs 28:3	GBR R# W<#Q DLJM 	vigorous man be poor and oppress poor	GBR 	R# 	1	1
Proverbs 28:7	BN MBJN 	son understand	BN 	MBJN 	1	1
Proverbs 28:11	>J# <#JR 	man rich	>J# 	<#JR 	1	1
Proverbs 28:11	DL MBJN 	poor understand	DL 	MBJN 	1	0
Proverbs 28:15	>RJ&NHM WDB #WQQ 	lion groan and bear rush	>RJ&	NHM 	1	1
Proverbs 28:15	>RJ&NHM WDB #WQQ 	lion groan and bear rush	DB 	#WQQ 	1	1
Proverbs 28:15	M#L R#< <L <M&DL00 	rule guilty upon people poor	M#L 	R#< 	1	0
Proverbs 28:15	M#L R#< <L <M&DL00 	rule guilty upon people poor	<M&	DL00 	1	1
Proverbs 28:24	L>J# M#XJT00 	to man destroy	>J# 	M#XJT00 	1	1
Proverbs 29:6	BP#< >J# R< 	in rebellion man evil	P#< >J# 	R< 	2	2
Proverbs 29:9	>J#&XKM 	man wise	>J#&	XKM 	1	1
Proverbs 29:9	>T&>J# >WJL 	together with man foolish	>J# 	>WJL 	1	1
Proverbs 29:15	N<R M#LX 	boy send	N<R 	M#LX 	1	1
Proverbs 30:20	DRK >#H MN>PT 	way woman commit adultery	>#H 	MN>PT 	1	1
Proverbs 30:24	XKMJM MXKMJM00 	wise be wise	XKMJM 	MXKMJM00 	1	0
Proverbs 31:25	LJWM >XRWN00 	to day at the back	JWM 	>XRWN00 	1	1
Proverbs 31:30	>#H JR>T&JHWH 	woman afraid YHWH	>#H 	JR>T&JHWH 	1	1
Ruth 1:4	N#JM M>BJWT 	woman Moabite	N#JM 	M>BJWT 	1	1
Ruth 2:6	N<RH MW>BJH 	girl Moabite	N<RH 	MW>BJH 	1	1
Ruth 2:8	B#DH >XR 	in open field other	#DH 	>XR 	1	1
Ruth 2:22	B#DH >XR00 	in open field other	#DH 	>XR00 	1	1
