clnode,chapter,verse,subj_n,subj,obj_n,obj,obj_n2,obj2,cmpl_n,cmpl,cmpl_n2,cmpl2
491457,49,19,_,_,794552,NPCW,_,_,_,_,_,_
491459,49,19,_,_,_,_,_,_,794559,LK,_,_
491460,49,20,_,_,_,_,_,_,794561,<D_DWR_>BWTJW,_,_
491461,49,20,_,_,794565,>WR,_,_,_,_,_,_
491462,49,21,794566,>DM,_,_,_,_,_,_,_,_
491467,50,1,794575,>L_>LHJM_JHWH,_,_,_,_,_,_,_,_
491468,50,1,_,_,794579,>RY,_,_,_,_,_,_
491469,50,2,794583,>LHJM,_,_,_,_,_,_,_,_
491470,50,3,794586,>LHJNW,_,_,_,_,_,_,_,_
491472,50,3,794590,>C,_,_,_,_,_,_,_,_
491474,50,4,_,_,_,_,_,_,794598,>L_H_CMJM_M_<L_W_>L_H_>RY,_,_
491475,50,4,_,_,794600,<MW,_,_,_,_,_,_
491476,50,5,_,_,794603,XSJDJ,_,_,794602,LJ,_,_
491477,50,5,_,_,794605,BRJTJ,_,_,_,_,_,_
491478,50,6,794609,CMJM,794610,YDQW,_,_,_,_,_,_
491480,50,6,794614,HW>,_,_,_,_,_,_,_,_
491486,50,7,_,_,_,_,_,_,794623,BK,_,_
491487,50,7,794625,>NKJ,_,_,_,_,_,_,_,_
491488,50,8,_,_,_,_,_,_,794627,<L_ZBXJK,_,_
491489,50,8,794630,<WLTJK,_,_,_,_,_,_,_,_
491490,50,9,_,_,794636,PR,_,_,794635,M_BJTK,_,_
491491,50,9,_,_,794638,<TWDJM,_,_,794637,M_MKL>TJK,_,_
491492,50,10,794641,KL_XJTW_J<R,_,_,_,_,_,_,_,_
491493,50,10,794642,BHMWT_B_HRRJ_>LP,_,_,_,_,_,_,_,_
491494,50,11,_,_,794644,KL_<WP_HRJM,_,_,_,_,_,_
491495,50,11,794646,ZJZ_FDJ,_,_,_,_,_,_,_,_
491497,50,12,_,_,_,_,_,_,794652,LK,_,_
491498,50,12,794655,TBL_W_ML>H,_,_,_,_,_,_,_,_
491499,50,13,_,_,794658,BFR_>BJRJM,_,_,_,_,_,_
491500,50,13,_,_,794660,DM_<TWDJM,_,_,_,_,_,_
491501,50,14,_,_,794664,TWDH,_,_,794663,L_>LHJM,_,_
491502,50,14,_,_,794668,NDRJK,_,_,794667,L_<LJWN,_,_
491506,50,16,794678,>LHJM,_,_,_,_,794676,L__RC<,_,_
491507,50,16,794679,MH,_,_,_,_,_,_,_,_
491508,50,16,_,_,794682,XQJ,_,_,_,_,_,_
491509,50,16,_,_,794685,BRJTJ,_,_,794686,<LJ_PJK,_,_
491510,50,17,794688,>TH,794690,MWSR,_,_,_,_,_,_
491511,50,17,_,_,794693,DBRJ,_,_,794694,>XRJK,_,_
491512,50,18,_,_,794697,GNB,_,_,_,_,_,_
491513,50,18,_,_,_,_,_,_,794700,<MW,_,_
491514,50,18,794703,XLQK,_,_,_,_,_,_,_,_
491515,50,19,_,_,794704,PJK,_,_,_,_,_,_
491516,50,19,_,_,794708,LCWNK,794710,MRMH,_,_,_,_
491518,50,20,_,_,_,_,_,_,794712,B_>XJK,_,_
491519,50,20,_,_,794716,DPJ,_,_,794714,B_BN_>MK,_,_
491520,50,21,_,_,794717,>LH,_,_,_,_,_,_
491525,50,21,_,_,_,_,_,_,794728,L_<JNJK,_,_
491526,50,22,_,_,794731,Z>T,_,_,_,_,_,_
491530,50,23,_,_,794739,TWDH,_,_,_,_,_,_
491532,50,23,_,_,794743,DRK,_,_,_,_,_,_
491533,50,23,_,_,_,_,_,_,794745,B_JC<_>LHJM,_,_
491536,51,2,794750,NTN_H_NBJ>,_,_,_,_,794749,>LJW,_,_
491537,51,2,_,_,_,_,_,_,794753,>L_BT_CB<,_,_
491540,51,3,_,_,794759,PC<J,_,_,_,_,_,_
491542,51,4,_,_,_,_,_,_,794762,M_<WNJ,_,_
491543,51,4,_,_,_,_,_,_,794764,M_XV>TJ,_,_
491544,51,5,794768,>NJ,794767,PC<J,_,_,_,_,_,_
491545,51,5,794771,XV>TJ,_,_,_,_,_,_,_,_
491546,51,6,_,_,_,_,_,_,794774,LK_L_BDK,_,_
491548,51,6,_,_,_,_,_,_,794779,B_<JNJK,_,_
491554,51,7,794792,>MJ,_,_,_,_,_,_,_,_
491555,51,8,_,_,794794,>MT,_,_,_,_,_,_
491556,51,8,_,_,794799,XKMH,_,_,_,_,_,_
491561,51,10,_,_,794810,FFWN_W_FMXH,_,_,_,_,_,_
491562,51,10,794812,<YMWT,_,_,_,_,_,_,_,_
491564,51,11,_,_,794815,PNJK,_,_,794816,M_XV>J,_,_
491565,51,11,_,_,794818,KL_<WNTJ,_,_,_,_,_,_
491566,51,12,_,_,794820,LB_VHWR,_,_,_,_,_,_
491568,51,12,_,_,794825,RWX_NKWN,_,_,_,_,_,_
491569,51,13,_,_,_,_,_,_,794830,M_L_PNJK,_,_
491570,51,13,_,_,794832,RWX_QDCK,_,_,794835,MMNJ,_,_
491571,51,14,_,_,794838,FFWN_JC<K,_,_,794837,LJ,_,_
491572,51,14,_,_,794840,RWX_NDJBH,_,_,_,_,_,_
491573,51,15,_,_,794843,PC<JM,794844,DRKJK,_,_,_,_
491574,51,15,794846,XV>JM,_,_,_,_,794847,>LJK,_,_
491575,51,16,_,_,_,_,_,_,794850,M_DMJM,_,_
491577,51,16,794853,LCWNJ,794854,YDQTK,_,_,_,_,_,_
491579,51,17,_,_,794856,FPTJ,_,_,_,_,_,_
491580,51,17,794859,PJ,794861,THLTK,_,_,_,_,_,_
491581,51,18,_,_,794865,ZBX,_,_,_,_,_,_
491583,51,18,_,_,794868,<WLH,_,_,_,_,_,_
491584,51,19,794871,ZBXJ_>LHJM,_,_,_,_,_,_,_,_
491585,51,19,_,_,794873,LB_NCBR_W_NDKH,_,_,_,_,_,_
491587,51,20,_,_,794879,>T_YJWN,_,_,_,_,_,_
491588,51,20,_,_,794881,XWMWT_JRWCLM,_,_,_,_,_,_
491589,51,21,_,_,794884,ZBXJ_YDQ_<WLH_W_KLJL,_,_,_,_,_,_
491590,51,21,_,_,794888,PRJM,_,_,794887,<L_MZBXK,_,_
491593,52,2,794892,DW>G_H_>DMJ,_,_,_,_,_,_,_,_
491594,52,2,_,_,_,_,_,_,794895,L_C>WL,_,_
491595,52,2,_,_,_,_,_,_,794898,LW,_,_
491596,52,2,794900,DWD,_,_,_,_,794901,>L_BJT_>XJMLK,_,_
491597,52,3,_,_,_,_,_,_,794904,B_R<H,_,_
491599,52,3,794906,XSD_>L,_,_,_,_,_,_,_,_
491600,52,4,_,_,794908,HWWT,_,_,_,_,_,_
491601,52,4,794910,LCWNK,_,_,_,_,_,_,_,_
491602,52,4,_,_,794913,RMJH,_,_,_,_,_,_
491603,52,5,_,_,794915,R<,_,_,_,_,_,_
491604,52,5,_,_,794917,CQR,_,_,_,_,_,_
491605,52,5,_,_,794919,YDQ,_,_,_,_,_,_
491607,52,6,_,_,794922,KL_DBRJ_BL<,_,_,_,_,_,_
491608,52,6,_,_,794923,LCWN_MRMH,_,_,_,_,_,_
491609,52,7,794924,GM_>L,_,_,_,_,_,_,_,_
491611,52,7,_,_,_,_,_,_,794930,M_>HL,_,_
491612,52,7,_,_,_,_,_,_,794933,M_>RY_XJJM,_,_
491614,52,8,794937,YDJQJM,_,_,_,_,_,_,_,_
491616,52,8,_,_,_,_,_,_,794941,<LJW,_,_
491618,52,9,_,_,794947,>LHJM,794948,M<WZW,_,_,_,_
491619,52,9,_,_,_,_,_,_,794951,B_RB_<CRW,_,_
491620,52,9,_,_,_,_,_,_,794953,B_HWTW,_,_
491621,52,10,794955,>NJ,_,_,_,_,_,_,_,_
491622,52,10,_,_,_,_,_,_,794959,B_XSD_>LHJM,_,_
491625,52,11,_,_,794967,CMK,_,_,_,_,_,_
491630,53,2,794975,NBL,_,_,_,_,794976,B_LBW,_,_
491633,53,2,_,_,794982,<WL,_,_,_,_,_,_
491635,53,3,794985,>LHJM,_,_,_,_,794986,M_CMJM,794988,<L_BNJ_>DM
491638,53,3,_,_,794994,>T_>LHJM,_,_,_,_,_,_
491639,53,4,794995,KLW,_,_,_,_,_,_,_,_
491643,53,5,795006,P<LJ_>WN,_,_,_,_,_,_,_,_
491644,53,5,795007,>KLJ_<MJ,795009,LXM,_,_,_,_,_,_
491645,53,5,_,_,795010,>LHJM,_,_,_,_,_,_
491646,53,6,_,_,795015,PXD,_,_,_,_,_,_
491647,53,6,795018,PXD,_,_,_,_,_,_,_,_
491648,53,6,795020,>LHJM,795022,<YMWT_XNK,_,_,_,_,_,_
491650,53,6,795025,>LHJM,_,_,_,_,_,_,_,_
491651,53,7,795027,MJ,_,_,_,_,_,_,_,_
491652,53,7,795030,JC<WT_JFR>L,_,_,_,_,_,_,_,_
491653,53,7,795032,>LHJM,795033,CBWT_<MW,_,_,_,_,_,_
491654,53,7,795035,J<QB,_,_,_,_,_,_,_,_
491655,53,7,795037,JFR>L,_,_,_,_,_,_,_,_
491659,54,2,795042,H_ZJPJM,_,_,_,_,_,_,_,_
491660,54,2,_,_,_,_,_,_,795045,L_C>WL,_,_
491661,54,2,795048,DWD,_,_,_,_,_,_,_,_
491666,54,4,_,_,795059,TPLTJ,_,_,_,_,_,_
491667,54,4,_,_,_,_,_,_,795061,L_>MRJ_PJ,_,_
491668,54,5,795063,ZRJM,_,_,_,_,795065,<LJ,_,_
491669,54,5,795067,<RJYJM,795069,NPCJ,_,_,_,_,_,_
491670,54,5,_,_,795072,>LHJM,_,_,795073,L_NGDM,_,_
491672,54,6,795076,>LHJM,_,_,_,_,795078,LJ,_,_
491673,54,6,795079,>DNJ,_,_,_,_,_,_,_,_
491674,54,7,_,_,795082,H_R<,_,_,795083,L_CRRJ,_,_
491676,54,8,_,_,_,_,_,_,795088,LK,_,_
491677,54,8,_,_,795090,CMK,_,_,_,_,_,_
491680,54,9,_,_,_,_,_,_,795095,M_KL_YRH,_,_
491681,54,9,795100,<JNJ,_,_,_,_,795098,B_>JBJ,_,_
491685,55,2,_,_,795106,TPLTJ,_,_,_,_,_,_
491687,55,2,_,_,_,_,_,_,795110,M_TXNTJ,_,_
491688,55,3,_,_,_,_,_,_,795112,LJ,_,_
491690,55,3,_,_,_,_,_,_,795116,B_FJXJ,_,_
491694,55,4,_,_,795124,>WN,_,_,795123,<LJ,_,_
491696,55,5,795128,LBJ,_,_,_,_,_,_,_,_
491697,55,5,795132,>JMWT_MWT,_,_,_,_,795134,<LJ,_,_
491698,55,6,795135,JR>H_W_R<D,_,_,_,_,795137,BJ,_,_
491699,55,6,795140,PLYWT,_,_,_,_,_,_,_,_
491701,55,7,795143,MJ,_,_,_,_,_,_,_,_
491702,55,7,795146,>BR_K__JWNH,_,_,_,_,_,_,_,_
491707,55,8,_,_,_,_,_,_,795154,B__MDBR,_,_
491709,55,9,_,_,795157,MPLV,_,_,795158,LJ,_,_
491713,55,10,_,_,795164,LCWNM,_,_,_,_,_,_
491714,55,10,_,_,795167,XMS_W_RJB,_,_,_,_,_,_
491716,55,11,795173,>WN_W_<ML,_,_,_,_,_,_,_,_
491717,55,12,795175,HWWT,_,_,_,_,_,_,_,_
491718,55,12,795181,TK_W_MRMH,_,_,_,_,795180,M_RXBH,_,_
491719,55,13,795184,>WJB,_,_,_,_,_,_,_,_
491721,55,13,795189,MFN>J,_,_,_,_,795190,<LJ,_,_
491722,55,13,_,_,_,_,_,_,795194,MMNW,_,_
491723,55,14,795196,>TH_>NWC_K_<RKJ_>LWPJ_W_MJD<J,_,_,_,_,_,_,_,_
491724,55,15,_,_,795200,SWD,_,_,_,_,_,_
491725,55,15,_,_,_,_,_,_,795201,B_BJT_>LHJM,_,_
491726,55,16,795205,MWT,_,_,_,_,795206,<LJMW,_,_
491727,55,16,_,_,_,_,_,_,795208,C>WL,_,_
491728,55,16,795211,R<WT,_,_,_,_,_,_,_,_
491729,55,17,795213,>NJ,_,_,_,_,795214,>L_>LHJM,_,_
491730,55,17,795217,JHWH,_,_,_,_,_,_,_,_
491733,55,18,_,_,795225,QWLJ,_,_,_,_,_,_
491734,55,19,_,_,795228,NPCJ,_,_,795229,M_QRB_LJ,_,_
491736,55,20,795235,>L,_,_,_,_,_,_,_,_
491740,55,20,795244,XLJPWT,_,_,_,_,_,_,_,_
491741,55,20,_,_,795249,>LHJM,_,_,_,_,_,_
491742,55,21,_,_,795251,JDJW,_,_,795252,B_CLMJW,_,_
491743,55,21,_,_,795254,BRJTW,_,_,_,_,_,_
491744,55,22,795256,MXM>T_PJW,_,_,_,_,_,_,_,_
491745,55,22,795259,LBW,_,_,_,_,_,_,_,_
491746,55,22,795261,DBRJW,_,_,_,_,_,_,_,_
491747,55,22,795264,HMH,_,_,_,_,_,_,_,_
491748,55,23,_,_,795268,JHBK,_,_,795267,<L_JHWH,_,_
491749,55,23,795270,HW>,_,_,_,_,_,_,_,_
491750,55,23,_,_,795275,MWV,_,_,795276,L__YDJQ,_,_
491751,55,24,795278,>TH,_,_,_,_,795281,L_B>R_CXT,_,_
491753,55,24,795282,>NCJ_DMJM_W_MRMH,795285,JMJHM,_,_,_,_,_,_
491754,55,24,795287,>NJ,_,_,_,_,795289,BK,_,_
491759,56,1,795296,PLCTJM,795295,>TW,_,_,_,_,_,_
491762,56,2,795302,>NWC,_,_,_,_,_,_,_,_
491763,56,2,795304,LXM,_,_,_,_,_,_,_,_
491764,56,3,795307,CWRRJ,_,_,_,_,_,_,_,_
491765,56,3,795310,RBJM,_,_,_,_,795312,LJ,_,_
491766,56,4,795316,>NJ,_,_,_,_,795317,>LJK,_,_
491768,56,5,_,_,795321,DBRW,_,_,_,_,_,_
491769,56,5,_,_,_,_,_,_,795322,B_>LHJM,_,_
491771,56,5,795328,BFR,795326,MH,_,_,795329,LJ,_,_
491772,56,6,_,_,795331,DBRJ,_,_,_,_,_,_
491773,56,6,795334,KL_MXCBTM,_,_,_,_,_,_,_,_
491776,56,7,795338,HMH,795339,<QBJ,_,_,_,_,_,_
491777,56,7,_,_,795343,NPCJ,_,_,_,_,_,_
491778,56,8,_,_,_,_,_,_,795346,LMW,_,_
491779,56,8,_,_,795348,<MJM,_,_,_,_,_,_
491781,56,9,795353,>TH,795351,NDJ,_,_,_,_,_,_
491782,56,9,_,_,795355,DM<TJ,_,_,795356,B_N>DK,_,_
491784,56,10,795362,>WJBJ,_,_,_,_,795363,>XWR,_,_
491786,56,10,_,_,795366,ZH,_,_,_,_,_,_
491787,56,10,795369,>LHJM,_,_,_,_,_,_,_,_
491788,56,11,_,_,795373,DBR,_,_,_,_,_,_
491789,56,11,_,_,795376,DBR,_,_,_,_,_,_
491790,56,12,_,_,_,_,_,_,795377,B_>LHJM,_,_
491792,56,12,795383,>DM,795381,MH,_,_,795384,LJ,_,_
491793,56,13,795387,NDRJK,_,_,_,_,_,_,_,_
491795,56,13,_,_,795389,TWDT,_,_,795390,LK,_,_
491796,56,14,_,_,795393,NPCJ,_,_,795394,M_MWT,_,_
491797,56,14,_,_,795397,RGLJ,_,_,795398,M_DXJ,_,_
491798,56,14,_,_,_,_,_,_,795400,L_PNJ_>LHJM,_,_
491803,57,1,_,_,_,_,_,_,795408,M_PNJ_C>WL,795409,B__M<RH
491807,57,2,795416,NPCJ,_,_,_,_,795414,BK,_,_
491808,57,2,_,_,_,_,_,_,795418,B_YL_KNPJK,_,_
491809,57,2,795422,HWWT,_,_,_,_,_,_,_,_
491810,57,3,_,_,_,_,_,_,795424,L_>LHJM_<LJWN,_,_
491811,57,3,_,_,_,_,_,_,795425,L__>L,_,_
491812,57,3,_,_,_,_,_,_,795427,<LJ,_,_
491813,57,4,_,_,_,_,_,_,795429,M_CMJM,_,_
491815,57,4,_,_,795433,C>PJ,_,_,_,_,_,_
491817,57,4,795436,>LHJM,795437,XSDW_W_>MTW,_,_,_,_,_,_
491818,57,5,795438,NPCJ,_,_,_,_,_,_,_,_
491821,57,5,795443,CNJHM,_,_,_,_,_,_,_,_
491822,57,5,795446,LCWNM,_,_,_,_,_,_,_,_
491823,57,6,_,_,_,_,_,_,795449,<L_H_CMJM,_,_
491825,57,6,795452,KBWDK,_,_,_,_,_,_,_,_
491826,57,7,_,_,795453,RCT,_,_,795455,L_P<MJ,_,_
491827,57,7,795457,NPCJ,_,_,_,_,_,_,_,_
491828,57,7,_,_,795460,CJXH,_,_,795459,L_PNJ,_,_
491829,57,7,_,_,_,_,_,_,795462,B_TWKH,_,_
491831,57,8,795465,LBJ,_,_,_,_,_,_,_,_
491833,57,8,795468,LBJ,_,_,_,_,_,_,_,_
491844,57,10,795483,>MJM,_,_,_,_,_,_,_,_
491845,57,11,795487,XSDK,_,_,_,_,_,_,_,_
491846,57,11,795490,>MTK,_,_,_,_,_,_,_,_
491847,57,12,_,_,_,_,_,_,795492,<L_CMJM,_,_
491849,57,12,795495,KBWDK,_,_,_,_,_,_,_,_
491854,58,2,_,_,795504,YDQ,_,_,_,_,_,_
491855,58,2,_,_,795506,MJCRJM,_,_,_,_,_,_
491857,58,3,_,_,795510,<WLT,_,_,_,_,_,_
491858,58,3,_,_,795513,XMS_JDJKM,_,_,_,_,_,_
491859,58,4,795516,RC<JM,_,_,_,_,_,_,_,_
491860,58,4,795520,DBRJ_KZB,_,_,_,_,_,_,_,_
491861,58,5,795521,XMT_LMW,_,_,_,_,_,_,_,_
491863,58,5,_,_,795525,>ZNW,_,_,_,_,_,_
491864,58,6,_,_,_,_,_,_,795529,L_QWL_MLXCJM_XWBR_XBRJM,_,_
491867,58,7,_,_,795533,CNJMW,_,_,_,_,_,_
491868,58,7,_,_,795535,MLT<WT_KPJRJM,_,_,_,_,_,_
491871,58,8,_,_,_,_,_,_,795541,LMW,_,_
491872,58,8,_,_,795543,XYW,_,_,_,_,_,_
491876,58,9,_,_,795551,CMC,_,_,_,_,_,_
491877,58,10,795554,SJRTJKM,795555,>VD,_,_,_,_,_,_
491879,58,11,795559,YDJQ,_,_,_,_,_,_,_,_
491880,58,11,_,_,795562,NQM,_,_,_,_,_,_
491881,58,11,_,_,795563,P<MJW,_,_,795565,B_DM_H_RC<,_,_
491882,58,12,795568,>DM,_,_,_,_,_,_,_,_
491883,58,12,795569,>K_PRJ,_,_,_,_,_,_,_,_
491885,58,12,_,_,_,_,_,_,795575,B__>RY,_,_
491890,59,1,795582,C>WL,_,_,_,_,_,_,_,_
491891,59,1,_,_,795585,>T_H_BJT,_,_,_,_,_,_
491893,59,2,_,_,_,_,_,_,795588,M_>JBJ,_,_
491895,59,2,_,_,_,_,_,_,795590,M_MTQWMMJ,_,_
491896,59,3,_,_,_,_,_,_,795593,M_P<LJ_>WN,_,_
491897,59,3,_,_,_,_,_,_,795595,M_>NCJ_DMJM,_,_
491898,59,4,_,_,_,_,_,_,795600,L_NPCJ,_,_
491899,59,4,795603,<ZJM,_,_,_,_,795602,<LJ,_,_
491906,59,6,795615,>TH_JHWH_>LHJM_YB>WT_>LHJ_JFR>L,_,_,_,_,_,_,_,_
491907,59,6,_,_,795618,KL_H_GWJM,_,_,_,_,_,_
491908,59,6,_,_,795621,KL_BGDJ_>WN,_,_,_,_,_,_
491912,59,7,_,_,795629,<JR,_,_,_,_,_,_
491914,59,8,795633,XRBWT,_,_,_,_,_,_,_,_
491915,59,8,795636,MJ,_,_,_,_,_,_,_,_
491916,59,9,795639,>TH,_,_,_,_,795642,LMW,_,_
491918,59,9,_,_,_,_,_,_,795644,L_KL_GWJM,_,_
491919,59,10,_,_,_,_,_,_,795646,>LJK,_,_
491920,59,10,795649,>LHJM,_,_,_,_,_,_,_,_
491921,59,11,795651,>LHJ_XSDW,_,_,_,_,_,_,_,_
491922,59,11,795653,>LHJM,_,_,_,_,795655,B_CRRJ,_,_
491924,59,12,795660,<MJ,_,_,_,_,_,_,_,_
491928,59,13,795667,DBR_FPTJMW,_,_,_,_,_,_,_,_
491936,59,14,795682,>LHJM,_,_,_,_,795684,B_J<QB,_,_
491940,59,15,_,_,795694,<JR,_,_,_,_,_,_
491941,59,16,795695,HMH,_,_,_,_,_,_,_,_
491945,59,17,795704,>NJ,795706,<ZK,_,_,_,_,_,_
491946,59,17,_,_,795710,XSDK,_,_,_,_,_,_
491947,59,17,_,_,_,_,_,_,795714,LJ,_,_
491949,59,17,_,_,_,_,_,_,795719,LJ,_,_
491951,59,18,_,_,_,_,_,_,795721,>LJK,_,_
491952,59,18,795724,>LHJM,_,_,_,_,_,_,_,_
491958,60,2,_,_,795732,>T_>RM_NHRJM_W_>T_>RM_YWBH,_,_,_,_,_,_
491959,60,2,795735,JW>B,_,_,_,_,_,_,_,_
491960,60,2,_,_,795738,>T_>DWM,_,_,_,_,_,_
491965,60,3,_,_,_,_,_,_,795746,LNW,_,_
491966,60,4,_,_,795748,>RY,_,_,_,_,_,_
491968,60,4,_,_,795751,CBRJH,_,_,_,_,_,_
491970,60,5,_,_,795755,<MK,795756,QCH,_,_,_,_
491971,60,5,_,_,795758,JJN_TR<LH,_,_,_,_,_,_
491972,60,6,_,_,795761,NS,_,_,795760,L_JR>JK,_,_
491975,60,7,795767,JDJDJK,_,_,_,_,_,_,_,_
491978,60,8,795772,>LHJM,_,_,_,_,_,_,_,_
491980,60,8,_,_,795777,CKM,_,_,_,_,_,_
491981,60,8,_,_,795779,<MQ_SKWT,_,_,_,_,_,_
491982,60,9,795782,GL<D,_,_,_,_,_,_,_,_
491983,60,9,795785,MNCH,_,_,_,_,_,_,_,_
491984,60,9,795787,>PRJM,_,_,_,_,_,_,_,_
491985,60,9,795789,JHWDH,_,_,_,_,_,_,_,_
491986,60,10,795791,MW>B,_,_,_,_,_,_,_,_
491987,60,10,_,_,795795,N<LJ,_,_,795793,<L_>DWM,_,_
491988,60,10,_,_,_,_,_,_,795796,<LJ,_,_
491990,60,11,795799,MJ,_,_,_,_,795801,<JR_MYWR,_,_
491991,60,11,795802,MJ,_,_,_,_,795804,<D_>DWM,_,_
491992,60,12,795807,>TH,_,_,_,_,_,_,_,_
491994,60,12,_,_,_,_,_,_,795814,B_YB>WTJNW,_,_
491996,60,13,_,_,795817,<ZRT_M_YR,_,_,795816,LNW,_,_
491997,60,13,795820,TCW<T_>DM,_,_,_,_,_,_,_,_
491998,60,14,_,_,795823,XJL,_,_,_,_,_,_
491999,60,14,795825,HW>,795827,YRJNW,_,_,_,_,_,_
492003,61,2,_,_,795833,RNTJ,_,_,_,_,_,_
492005,61,2,_,_,795835,TPLTJ,_,_,_,_,_,_
492006,61,3,_,_,_,_,_,_,795837,>LJK,_,_
492007,61,3,795840,LBJ,_,_,_,_,_,_,_,_
492008,61,3,_,_,_,_,_,_,795841,B_YWR,_,_
492009,61,3,_,_,_,_,_,_,795843,MMNJ,_,_
492012,61,5,_,_,_,_,_,_,795850,B_>HLK,_,_
492013,61,5,_,_,_,_,_,_,795853,B_STR_KNPJK,_,_
492015,61,6,795856,>TH,_,_,_,_,795859,L_NDRJ,_,_
492017,61,6,_,_,795861,JRCT_JR>J_CMK,_,_,_,_,_,_
492018,61,7,_,_,795862,JMJM,_,_,795863,<L_JMJ_MLK,_,_
492019,61,7,795865,CNWTJW,_,_,_,_,_,_,_,_
492020,61,8,_,_,_,_,_,_,795869,L_PNJ_>LHJM,_,_
492021,61,8,_,_,795870,XSD_W_>MT,_,_,_,_,_,_
492023,61,9,_,_,795875,CMK,_,_,_,_,_,_
492024,61,9,_,_,795878,NDRJ,_,_,_,_,_,_
492028,62,2,795885,NPCJ,_,_,_,_,795883,>K_>L_>LHJM,_,_
492029,62,2,795887,JCW<TJ,_,_,_,_,_,_,_,_
492030,62,3,795888,>K_HW>,_,_,_,_,_,_,_,_
492033,62,4,_,_,_,_,_,_,795896,<L_>JC,_,_
492034,62,4,795898,KLKM,_,_,_,_,_,_,_,_
492039,62,5,_,_,795907,KZB,_,_,_,_,_,_
492043,62,6,_,_,_,_,_,_,795914,>K_L_>LHJM,_,_
492045,62,6,795919,TQWTJ,_,_,_,_,_,_,_,_
492046,62,7,795920,>K_HW>,_,_,_,_,_,_,_,_
492049,62,8,795926,JC<J_W_KBWDJ,_,_,_,_,_,_,_,_
492050,62,8,795927,YWR_<ZJ_MXSJ,_,_,_,_,_,_,_,_
492051,62,9,_,_,_,_,_,_,795930,BW,_,_
492053,62,9,_,_,795935,LBBKM,_,_,795934,L_PNJW,_,_
492054,62,9,795936,>LHJM,_,_,_,_,_,_,_,_
492056,62,10,795941,BNJ_>DM,_,_,_,_,_,_,_,_
492057,62,10,795943,BNJ_>JC,_,_,_,_,_,_,_,_
492058,62,10,795946,HMH,_,_,_,_,_,_,_,_
492060,62,11,_,_,_,_,_,_,795951,B_<CQ,_,_
492061,62,11,_,_,_,_,_,_,795953,B_GZL,_,_
492062,62,11,_,_,795956,XJL,795961,LB,_,_,_,_
492064,62,12,795964,>LHJM,795962,>XT,_,_,_,_,_,_
492065,62,12,_,_,795965,CTJM,_,_,_,_,_,_
492067,62,12,795969,<Z,_,_,_,_,_,_,_,_
492068,62,13,795974,XSD,_,_,_,_,_,_,_,_
492070,62,13,795976,>TH,_,_,_,_,795978,L_>JC,_,_
492072,63,1,_,_,_,_,_,_,795982,B_MDBR_JHWDH,_,_
492074,63,2,795985,>TH,_,_,_,_,_,_,_,_
492076,63,2,795989,NPCJ,_,_,_,_,795988,LK,_,_
492077,63,2,795992,BFRJ,_,_,_,_,795991,LK,_,_
492079,63,3,_,_,795998,<ZK_W_KBWDK,_,_,_,_,_,_
492080,63,4,796001,XSDK,_,_,_,_,_,_,_,_
492081,63,4,796003,FPTJ,_,_,_,_,_,_,_,_
492083,63,5,_,_,796010,KPJ,_,_,796008,B_CMK,_,_
492084,63,6,796013,NPCJ,_,_,_,_,_,_,_,_
492085,63,6,796017,PJ,_,_,_,_,_,_,_,_
492087,63,7,_,_,_,_,_,_,796023,BK,_,_
492088,63,8,_,_,_,_,_,_,796027,LJ,_,_
492089,63,8,_,_,_,_,_,_,796029,B_YL_KNPJK,_,_
492090,63,9,796032,NPCJ,_,_,_,_,796033,>XRJK,_,_
492091,63,9,796036,JMJNK,_,_,_,_,796034,BJ,_,_
492092,63,10,796038,HMH,796041,NPCJ,_,_,_,_,_,_
492093,63,10,_,_,_,_,_,_,796043,B_TXTJWT_H_>RY,_,_
492096,63,12,796049,H_MLK,_,_,_,_,796051,B_>LHJM,_,_
492097,63,12,796053,KL,_,_,_,_,_,_,_,_
492098,63,12,_,_,_,_,_,_,796056,BW,_,_
492099,63,12,796059,PJ_DWBRJ_CQR,_,_,_,_,_,_,_,_
492102,64,2,_,_,796064,QWLJ,_,_,_,_,_,_
492104,64,2,_,_,796068,XJJ,_,_,796066,M_PXD_>WJB,_,_
492105,64,3,_,_,_,_,_,_,796070,M_SWD_MR<JM,_,_
492106,64,3,_,_,_,_,_,_,796071,M_RGCT_P<LJ_>WN,_,_
492107,64,4,_,_,796075,LCWNM,_,_,_,_,_,_
492108,64,4,_,_,796077,XYM_DBR_MR,_,_,_,_,_,_
492109,64,5,_,_,796080,TM,_,_,_,_,_,_
492112,64,6,_,_,796088,DBR_R<,_,_,_,_,_,_
492114,64,6,_,_,796091,MWQCJM,_,_,_,_,_,_
492116,64,6,796093,MJ,_,_,_,_,796095,LMW,_,_
492117,64,7,_,_,796097,<WLT,_,_,_,_,_,_
492118,64,7,_,_,796099,XPF_MXPF,_,_,_,_,_,_
492119,64,7,796101,QRB_>JC_W_LB,_,_,_,_,_,_,_,_
492120,64,8,796105,>LHJM,796106,XY,_,_,_,_,_,_
492121,64,8,796109,MKWTM,_,_,_,_,_,_,_,_
492122,64,9,796113,LCWNM,_,_,_,_,796112,<LJMW,_,_
492123,64,9,796115,KL,_,_,_,_,_,_,_,_
492124,64,9,_,_,_,_,_,_,796117,BM,_,_
