clnode,chapter,verse,subj_n,subj,obj_n,obj,obj_n2,obj2,cmpl_n,cmpl,cmpl_n2,cmpl2
494610,107,33,_,_,802260,MY>J_MJM,_,_,802261,L_YM>WN,_,_
494611,107,34,_,_,802262,>RY_PRJ,_,_,802263,L_MLXH,_,_
494612,107,35,_,_,802266,MDBR,_,_,802267,L_>GM_MJM,_,_
494613,107,35,_,_,802269,>RY_YJH,_,_,802270,L_MY>J_MJM,_,_
494614,107,36,_,_,802274,R<BJM,_,_,_,_,_,_
494615,107,36,_,_,802277,<JR_MWCB,_,_,_,_,_,_
494616,107,37,_,_,802280,FDWT,_,_,_,_,_,_
494617,107,37,_,_,802283,KRMJM,_,_,_,_,_,_
494618,107,37,_,_,802286,PRJ_TBW>H,_,_,_,_,_,_
494621,107,38,_,_,802293,BHMTM,_,_,_,_,_,_
494624,107,40,_,_,802302,BWZ,_,_,802303,<L_NDJBJM,_,_
494625,107,40,_,_,_,_,_,_,802306,B_THW_L>_DRK,_,_
494626,107,41,_,_,802309,>BJWN,_,_,802310,M_<WNJ,_,_
494627,107,41,_,_,802314,MCPXWT,_,_,_,_,_,_
494628,107,42,802316,JCRJM,_,_,_,_,_,_,_,_
494630,107,42,802320,KL_<WLH,802322,PJH,_,_,_,_,_,_
494631,107,43,802323,MJ,_,_,_,_,_,_,_,_
494632,107,43,_,_,802327,>LH,_,_,_,_,_,_
494633,107,43,_,_,802330,XSDJ_JHWH,_,_,_,_,_,_
494636,108,2,802334,LBJ,_,_,_,_,_,_,_,_
494640,108,2,802339,>P_KBWDJ,_,_,_,_,_,_,_,_
494643,108,3,_,_,802343,CXR,_,_,_,_,_,_
494647,108,4,802350,>MJM,_,_,_,_,_,_,_,_
494648,108,5,802354,XSDK,_,_,_,_,_,_,_,_
494649,108,5,802357,>MTK,_,_,_,_,_,_,_,_
494650,108,6,_,_,_,_,_,_,802359,<L_CMJM,_,_
494652,108,6,802363,KBWDK,_,_,_,_,_,_,_,_
494653,108,7,802366,JDJDJK,_,_,_,_,_,_,_,_
494656,108,8,802371,>LHJM,_,_,_,_,_,_,_,_
494658,108,8,_,_,802376,CKM,_,_,_,_,_,_
494659,108,8,_,_,802378,<MQ_SKWT,_,_,_,_,_,_
494660,108,9,802381,GL<D,_,_,_,_,_,_,_,_
494661,108,9,802383,MNCH,_,_,_,_,_,_,_,_
494662,108,9,802385,>PRJM,_,_,_,_,_,_,_,_
494663,108,9,802387,JHWDH,_,_,_,_,_,_,_,_
494664,108,10,802389,MW>B,_,_,_,_,_,_,_,_
494665,108,10,_,_,802393,N<LJ,_,_,802391,<L_>DWM,_,_
494666,108,10,_,_,_,_,_,_,802394,<LJ_PLCT,_,_
494667,108,11,802396,MJ,_,_,_,_,802398,<JR_MBYR,_,_
494668,108,11,802399,MJ,_,_,_,_,802401,<D_>DWM,_,_
494673,108,13,_,_,802413,<ZRT_M_YR,_,_,802412,LNW,_,_
494674,108,13,802416,TCW<T_>DM,_,_,_,_,_,_,_,_
494675,108,14,_,_,802419,XJL,_,_,_,_,_,_
494676,108,14,802421,HW>,802423,YRJNW,_,_,_,_,_,_
494682,109,2,_,_,802431,PJ_RC<_W_PJ_MRMH,_,_,802432,<LJ,_,_
494683,109,2,_,_,802436,LCWN_CQR,_,_,802435,>TJ,_,_
494684,109,3,802438,DBRJ_FN>H,_,_,_,_,_,_,_,_
494687,109,4,802446,>NJ,_,_,_,_,_,_,_,_
494688,109,5,_,_,802451,R<H,_,_,802450,<LJ,_,_
494689,109,5,_,_,802454,FN>H,_,_,_,_,_,_
494690,109,6,_,_,802458,RC<,_,_,802457,<LJW,_,_
494691,109,6,802460,FVN,_,_,_,_,802462,<L_JMJNW,_,_
494694,109,7,802467,TPLTW,_,_,_,_,_,_,_,_
494695,109,8,802471,JMJW,_,_,_,_,_,_,_,_
494696,109,8,802475,>XR,802473,PQDTW,_,_,_,_,_,_
494697,109,9,802477,BNJW,_,_,_,_,_,_,_,_
494698,109,9,802480,>CTW,_,_,_,_,_,_,_,_
494699,109,10,802485,BNJW,_,_,_,_,_,_,_,_
494701,109,10,_,_,_,_,_,_,802490,M_XRBWTJHM,_,_
494702,109,11,802492,NWCH,_,_,_,_,802493,L_KL,_,_
494704,109,11,802498,ZRJM,802499,JGJ<W,_,_,_,_,_,_
494706,109,12,_,_,802504,XSD,_,_,_,_,_,_
494708,109,12,_,_,_,_,_,_,802509,L_JTWMJW,_,_
494709,109,13,802511,>XRJTW,_,_,_,_,_,_,_,_
494711,109,13,802515,CMM,_,_,_,_,_,_,_,_
494712,109,14,802517,<WN_>BTJW,_,_,_,_,802518,>L_JHWH,_,_
494713,109,14,802520,XV>T_>MW,_,_,_,_,_,_,_,_
494715,109,15,_,_,802529,ZKRM,_,_,802528,M_>RY,_,_
494717,109,16,_,_,802534,XSD,_,_,_,_,_,_
494718,109,16,_,_,802537,>JC_<NJ_W_>BJWN_W_NK>H_LBB,_,_,_,_,_,_
494720,109,17,_,_,802541,QLLH,_,_,_,_,_,_
494722,109,17,_,_,_,_,_,_,802547,B_BRKH,_,_
494723,109,17,_,_,_,_,_,_,802550,MMNW,_,_
494724,109,18,_,_,802553,QLLH,_,_,_,_,_,_
494725,109,18,_,_,_,_,_,_,802558,B_QRBW,_,_
494726,109,18,_,_,_,_,_,_,802561,B_<YMWTJW,_,_
494727,109,19,_,_,_,_,_,_,802563,LW,_,_
494731,109,20,802570,Z>T,_,_,_,_,_,_,_,_
494732,109,20,_,_,802576,R<,_,_,802577,<L_NPCJ,_,_
494733,109,21,802579,>TH,_,_,_,_,_,_,_,_
494735,109,21,802586,XSDK,_,_,_,_,_,_,_,_
494737,109,22,802590,>NKJ,_,_,_,_,_,_,_,_
494738,109,22,802592,LBJ,_,_,_,_,_,_,_,_
494742,109,24,802600,BRKJ,_,_,_,_,_,_,_,_
494743,109,24,802604,BFRJ,_,_,_,_,_,_,_,_
494744,109,25,802608,>NJ,_,_,_,_,802611,LHM,_,_
494746,109,25,_,_,802614,R>CM,_,_,_,_,_,_
494751,109,27,802623,Z>T,_,_,_,_,_,_,_,_
494752,109,27,802624,>TH,_,_,_,_,_,_,_,_
494754,109,28,802628,HMH,_,_,_,_,_,_,_,_
494755,109,28,802630,>TH,_,_,_,_,_,_,_,_
494758,109,28,802636,<BDK,_,_,_,_,_,_,_,_
494759,109,29,802639,FWVNJ,802640,KLMH,_,_,_,_,_,_
494760,109,29,_,_,802644,BCTM,_,_,_,_,_,_
494761,109,30,_,_,802646,JHWH,_,_,_,_,_,_
494763,109,31,_,_,_,_,_,_,802654,L_JMJN_>BJWN,_,_
494764,109,31,_,_,_,_,_,_,802656,M_CPVJ_NPCW,_,_
494768,110,1,_,_,_,_,_,_,802661,L_JMJNJ,_,_
494769,110,1,_,_,802664,>JBJK,802665,HDM_L_RGLJK,_,_,_,_
494770,110,2,802668,JHWH,802666,MVH_<ZK,_,_,802669,M_YJWN,_,_
494771,110,2,_,_,_,_,_,_,802671,B_QRB_>JBJK,_,_
494772,110,3,802672,<MK,_,_,_,_,_,_,_,_
494773,110,3,802677,VL_JLDTJK,_,_,_,_,_,_,_,_
494774,110,4,802679,JHWH,_,_,_,_,_,_,_,_
494776,110,4,802683,>TH,_,_,_,_,_,_,_,_
494777,110,5,802687,>DNJ_<L_JMJNK,802690,MLKJM,_,_,_,_,_,_
494778,110,6,_,_,_,_,_,_,802692,B__GWJM,_,_
494779,110,6,_,_,802694,GWJWT,_,_,_,_,_,_
494780,110,6,_,_,802696,R>C_<L_>RY_RBH,_,_,_,_,_,_
494781,110,7,_,_,_,_,_,_,802697,M_NXL_B__DRK,_,_
494782,110,7,_,_,802701,R>C,_,_,_,_,_,_
494783,111,1,_,_,802703,JH,_,_,_,_,_,_
494784,111,1,_,_,802705,JHWH,_,_,_,_,_,_
494785,111,2,802709,M<FJ_JHWH,_,_,_,_,_,_,_,_
494786,111,2,_,_,_,_,_,_,802711,L_KL_XPYJHM,_,_
494787,111,3,802713,P<LW,_,_,_,_,_,_,_,_
494788,111,3,802715,YDQTW,_,_,_,_,_,_,_,_
494789,111,4,_,_,802718,ZKR,_,_,802720,L_NPL>TJW,_,_
494790,111,4,802722,JHWH,_,_,_,_,_,_,_,_
494791,111,5,_,_,802723,VRP,_,_,802725,L_JR>JW,_,_
494792,111,5,_,_,802728,BRJTW,_,_,_,_,_,_
494793,111,6,_,_,802729,KX_M<FJW,_,_,802731,L_<MW,_,_
494794,111,6,_,_,802734,NXLT_GWJM,_,_,802733,LHM,_,_
494795,111,7,802735,M<FJ_JDJW,_,_,_,_,_,_,_,_
494796,111,7,802738,KL_PQWDJW,_,_,_,_,_,_,_,_
494799,111,9,_,_,802743,PDWT,_,_,802745,L_<MW,_,_
494800,111,9,_,_,802748,BRJTW,_,_,_,_,_,_
494801,111,9,802750,CMW,_,_,_,_,_,_,_,_
494802,111,10,802752,JR>T_JHWH,_,_,_,_,_,_,_,_
494803,111,10,802753,FKL_VWB,_,_,_,_,_,_,_,_
494804,111,10,802755,THLTW,_,_,_,_,_,_,_,_
494805,112,1,_,_,802759,JH,_,_,_,_,_,_
494806,112,1,802761,>JC,_,_,_,_,_,_,_,_
494807,112,1,_,_,802763,>T_JHWH,_,_,_,_,_,_
494808,112,1,_,_,_,_,_,_,802764,B_MYWTJW,_,_
494809,112,2,802769,ZR<W,_,_,_,_,_,_,_,_
494810,112,2,802770,DWR_JCRJM,_,_,_,_,_,_,_,_
494811,112,3,802772,HWN_W_<CR,_,_,_,_,_,_,_,_
494812,112,3,802775,YDQTW,_,_,_,_,_,_,_,_
494813,112,4,802780,>WR,_,_,_,_,802779,B__XCK,_,_
494815,112,5,802784,>JC_XWNN_W_MLWH,_,_,_,_,_,_,_,_
494816,112,5,_,_,802786,DBRJW,_,_,_,_,_,_
494818,112,6,802794,YDJQ,_,_,_,_,_,_,_,_
494819,112,7,_,_,_,_,_,_,802795,M_CMW<H_R<H,_,_
494820,112,7,802799,LBW,_,_,_,_,_,_,_,_
494821,112,7,_,_,_,_,_,_,802801,B_JHWH,_,_
494822,112,8,802803,LBW,_,_,_,_,_,_,_,_
494824,112,8,_,_,_,_,_,_,802808,B_YRJW,_,_
494826,112,9,_,_,_,_,_,_,802811,L__>BJWNJM,_,_
494827,112,9,802812,YDQTW,_,_,_,_,_,_,_,_
494828,112,9,802815,QRNW,_,_,_,_,_,_,_,_
494829,112,10,802818,RC<,_,_,_,_,_,_,_,_
494831,112,10,_,_,802822,CNJW,_,_,_,_,_,_
494833,112,10,802826,T>WT_RC<JM,_,_,_,_,_,_,_,_
494834,113,1,_,_,802829,JH,_,_,_,_,_,_
494837,113,1,_,_,802833,>T_CM_JHWH,_,_,_,_,_,_
494838,113,2,802835,CM_JHWH,_,_,_,_,_,_,_,_
494839,113,3,802840,CM_JHWH,_,_,_,_,_,_,_,_
494840,113,4,802843,JHWH,_,_,_,_,802842,<L_KL_GWJM,_,_
494841,113,4,802845,KBWDW,_,_,_,_,_,_,_,_
494842,113,5,802846,MJ,_,_,_,_,_,_,_,_
494847,113,7,_,_,802857,DL,_,_,802856,M_<PR,_,_
494848,113,7,_,_,802860,>BJWN,_,_,802858,M_>CPT,_,_
494849,113,8,_,_,_,_,_,_,802862,<M_NDJBJM_<M_NDJBJ_<MW,_,_
494850,113,9,_,_,802864,<QRT,802865,H_BJT,_,_,_,_
494851,113,9,802866,>M_H_BNJM,_,_,_,_,_,_,_,_
494852,113,9,_,_,802869,JH,_,_,_,_,_,_
494853,114,1,802871,JFR>L,_,_,_,_,802872,M_MYRJM,_,_
494854,114,1,802873,BJT_J<QB,_,_,_,_,802874,M_<M_L<Z,_,_
494855,114,2,802876,JHWDH,_,_,_,_,_,_,_,_
494856,114,2,802878,JFR>L,_,_,_,_,_,_,_,_
494857,114,3,802880,H_JM,_,_,_,_,_,_,_,_
494859,114,3,802884,H_JRDN,_,_,_,_,802886,L_>XWR,_,_
494860,114,4,802887,H_HRJM,_,_,_,_,_,_,_,_
494861,114,4,802890,GB<WT,_,_,_,_,_,_,_,_
494862,114,5,802892,MH,_,_,_,_,_,_,_,_
494866,114,5,_,_,_,_,_,_,802899,L_>XWR,_,_
494871,114,7,_,_,_,_,_,_,802905,M_L_PNJ_>DWN,_,_
494873,114,7,_,_,_,_,_,_,802908,M_L_PNJ_>LWH_J<QB,_,_
494874,114,8,_,_,802911,H_YWR,802912,>GM_MJM,_,_,_,_
494875,114,8,_,_,802913,XLMJC,_,_,802914,L_M<JNW_MJM,_,_
494876,115,1,_,_,_,_,_,_,802916,LNW,_,_
494878,115,1,_,_,_,_,_,_,802919,LNW,_,_
494879,115,1,_,_,802923,KBWD,_,_,802921,L_CMK,_,_
494880,115,2,802927,H_GWJM,_,_,_,_,_,_,_,_
494881,115,2,802930,>LHJHM,_,_,_,_,_,_,_,_
494882,115,3,802932,>LHJNW,_,_,_,_,_,_,_,_
494883,115,3,_,_,802934,KL,_,_,_,_,_,_
494885,115,4,802938,<YBJHM,_,_,_,_,_,_,_,_
494887,115,5,802941,PH,_,_,_,_,_,_,_,_
494889,115,5,802946,<JNJM,_,_,_,_,_,_,_,_
494891,115,6,802951,>ZNJM,_,_,_,_,_,_,_,_
494893,115,6,802956,>P,_,_,_,_,_,_,_,_
494895,115,7,802961,JDJHM,_,_,_,_,_,_,_,_
494897,115,7,802965,RGLJHM,_,_,_,_,_,_,_,_
494899,115,7,_,_,_,_,_,_,802971,B_GRWNM,_,_
494900,115,8,802974,<FJHM,_,_,_,_,_,_,_,_
494901,115,8,802975,KL,_,_,_,_,_,_,_,_
494902,115,8,_,_,_,_,_,_,802978,BHM,_,_
494904,115,9,_,_,_,_,_,_,802981,B_JHWH,_,_
494905,115,9,802983,HW>,_,_,_,_,_,_,_,_
494907,115,10,_,_,_,_,_,_,802986,B_JHWH,_,_
494908,115,10,802988,HW>,_,_,_,_,_,_,_,_
494910,115,11,_,_,_,_,_,_,802991,B_JHWH,_,_
494911,115,11,802993,HW>,_,_,_,_,_,_,_,_
494912,115,12,802994,JHWH,_,_,_,_,_,_,_,_
494914,115,12,_,_,802998,>T_BJT_JFR>L,_,_,_,_,_,_
494915,115,12,_,_,803000,>T_BJT_>HRN,_,_,_,_,_,_
494916,115,13,_,_,803002,JR>J_JHWH_H_QVNJM_<M_H_GDLJM,_,_,_,_,_,_
494917,115,14,803004,JHWH,_,_,_,_,803005,<LJKM_<LJKM_W_<L_BNJKM,_,_
494918,115,15,803007,>TM,_,_,_,_,803008,L_JHWH_<FH_CMJM_W_>RY,_,_
494919,115,16,803009,H_CMJM,_,_,_,_,_,_,_,_
494920,115,16,_,_,803012,H_>RY,_,_,803014,L_BNJ_>DM,_,_
494921,115,17,803016,H_MTJM,803018,JH,_,_,_,_,_,_
494922,115,17,803021,KL_JRDJ_DWMH,_,_,_,_,_,_,_,_
494923,115,18,803023,>NXNW,803025,JH,_,_,_,_,_,_
494924,115,18,_,_,803028,JH,_,_,_,_,_,_
494926,116,1,803032,JHWH,803033,>T_QWLJ_TXNWNJ,_,_,_,_,_,_
494927,116,2,_,_,803036,>ZNW,_,_,803037,LJ,_,_
494929,116,3,803042,XBLJ_MWT,_,_,_,_,_,_,_,_
494930,116,3,803044,MYRJ_C>WL,_,_,_,_,_,_,_,_
494931,116,3,_,_,803046,YRH_W_JGWN,_,_,_,_,_,_
494933,116,4,_,_,803054,NPCJ,_,_,_,_,_,_
494935,116,5,803056,JHWH,_,_,_,_,_,_,_,_
494937,116,5,803060,>LHJNW,_,_,_,_,_,_,_,_
494938,116,6,803064,JHWH,803063,PT>JM,_,_,_,_,_,_
494940,116,6,_,_,_,_,_,_,803067,LJ,_,_
494941,116,7,_,_,_,_,_,_,803071,L_MNWXJKJ,_,_
494943,116,7,803073,JHWH,_,_,_,_,803075,<LJKJ,_,_
494944,116,8,_,_,803078,NPCJ,_,_,803079,M_MWT,_,_
494945,116,8,_,_,803080,>T_<JNJ,_,_,803081,MN_DM<H,_,_
494946,116,8,_,_,803082,>T_RGLJ,_,_,803083,M_DXJ,_,_
494947,116,9,_,_,_,_,_,_,803085,L_PNJ_JHWH,803086,B_>RYWT_H_XJJM
494950,116,10,803090,>NJ,_,_,_,_,_,_,_,_
494951,116,11,803093,>NJ,_,_,_,_,_,_,_,_
494953,116,11,803096,KL_H_>DM,_,_,_,_,_,_,_,_
494954,116,12,_,_,803101,KL_TGMWLWHJ_<LJ,_,_,803100,L_JHWH,_,_
494955,116,13,_,_,803102,KWS_JCW<WT,_,_,_,_,_,_
494957,116,14,_,_,803107,NDRJ,_,_,803108,L_JHWH,_,_
494958,116,15,803114,H_MWTH_L_XSJDJW,_,_,_,_,_,_,_,_
494961,116,16,803118,>NJ,_,_,_,_,_,_,_,_
494962,116,16,803120,>NJ,_,_,_,_,_,_,_,_
494963,116,16,_,_,_,_,_,_,803123,L_MWSRJ,_,_
494964,116,17,_,_,803126,ZBX_TWDH,_,_,803124,LK,_,_
494966,116,18,_,_,803130,NDRJ,_,_,803131,L_JHWH,_,_
494970,116,19,_,_,803140,JH,_,_,_,_,_,_
494971,117,1,_,_,803142,>T_JHWH,_,_,_,_,_,_
494975,117,2,803149,XSDW,_,_,_,_,803148,<LJNW,_,_
494976,117,2,803151,>MT_JHWH,_,_,_,_,_,_,_,_
494977,117,2,_,_,803154,JH,_,_,_,_,_,_
494978,118,1,_,_,_,_,_,_,803156,L_JHWH,_,_
494980,118,1,803161,XSDW,_,_,_,_,_,_,_,_
494981,118,2,803164,JFR>L,_,_,_,_,_,_,_,_
494982,118,2,803167,XSDW,_,_,_,_,_,_,_,_
494983,118,3,803170,BJT_>HRN,_,_,_,_,_,_,_,_
494984,118,3,803173,XSDW,_,_,_,_,_,_,_,_
494985,118,4,803176,JR>J_JHWH,_,_,_,_,_,_,_,_
494986,118,4,803179,XSDW,_,_,_,_,_,_,_,_
494987,118,5,_,_,803182,JH,_,_,_,_,_,_
494988,118,5,803185,JH,_,_,_,_,_,_,_,_
494989,118,6,803186,JHWH,_,_,_,_,_,_,_,_
494991,118,6,803193,>DM,803190,MH,_,_,803192,LJ,_,_
494992,118,7,803194,JHWH,_,_,_,_,_,_,_,_
494993,118,7,803198,>NJ,_,_,_,_,803200,B_FN>J,_,_
494995,118,8,_,_,_,_,_,_,803203,B_JHWH,_,_
494996,118,8,_,_,_,_,_,_,803205,B__>DM,_,_
494998,118,9,_,_,_,_,_,_,803208,B_JHWH,_,_
494999,118,9,_,_,_,_,_,_,803210,B_NDJBJM,_,_
495000,118,10,803211,KL_GWJM,_,_,_,_,_,_,_,_
495013,118,13,803233,JHWH,_,_,_,_,_,_,_,_
495014,118,14,803236,JH,_,_,_,_,_,_,_,_
495015,118,14,_,_,_,_,_,_,803239,LJ,_,_
495016,118,15,803241,QWL_RNH_W_JCW<H,_,_,_,_,_,_,_,_
495017,118,15,803243,JMJN_JHWH,803245,XJL,_,_,_,_,_,_
495018,118,16,803246,JMJN_JHWH,_,_,_,_,_,_,_,_
495019,118,16,803248,JMJN_JHWH,803250,XJL,_,_,_,_,_,_
495022,118,17,_,_,803257,M<FJ_JH,_,_,_,_,_,_
495023,118,18,803260,JH,_,_,_,_,_,_,_,_
495024,118,18,_,_,_,_,_,_,803262,L__MWT,_,_
495025,118,19,_,_,803267,C<RJ_YDQ,_,_,803266,LJ,_,_
495026,118,19,_,_,_,_,_,_,803269,BM,_,_
495027,118,19,_,_,803271,JH,_,_,_,_,_,_
495028,118,20,803272,ZH,_,_,_,_,_,_,_,_
495029,118,20,803274,YDJQJM,_,_,_,_,803276,BW,_,_
495032,118,21,_,_,_,_,_,_,803282,LJ,_,_
495033,118,22,803284,>BN,_,_,_,_,803288,L_R>C_PNH,_,_
495034,118,22,803286,H_BWNJM,_,_,_,_,_,_,_,_
495035,118,23,803291,Z>T,_,_,_,_,_,_,_,_
495036,118,23,803292,HJ>,_,_,_,_,_,_,_,_
495037,118,24,803295,ZH,_,_,_,_,_,_,_,_
495038,118,24,803298,JHWH,_,_,_,_,_,_,_,_
495040,118,24,_,_,_,_,_,_,803302,BW,_,_
495048,118,27,803318,JHWH,_,_,_,_,_,_,_,_
495049,118,27,_,_,_,_,_,_,803321,LNW,_,_
495050,118,27,_,_,803323,XG,_,_,803325,<D_QRNWT_H_MZBX,_,_
495051,118,28,803327,>TH,_,_,_,_,_,_,_,_
495055,118,29,_,_,_,_,_,_,803333,L_JHWH,_,_
495057,118,29,803338,XSDW,_,_,_,_,_,_,_,_
495059,119,1,_,_,_,_,_,_,803342,B_TWRT_JHWH,_,_
495062,119,3,_,_,803349,<WLH,_,_,_,_,_,_
495063,119,3,_,_,_,_,_,_,803350,B_DRKJW,_,_
495064,119,4,803352,>TH,803354,PQDJK,_,_,_,_,_,_
495066,119,5,803359,DRKJ,_,_,_,_,_,_,_,_
495067,119,5,_,_,803361,XQJK,_,_,_,_,_,_
495069,119,6,_,_,_,_,_,_,803366,>L_KL_MYWTJK,_,_
495071,119,7,_,_,803370,MCPVJ_YDQK,_,_,_,_,_,_
495072,119,8,_,_,803371,>T_XQJK,_,_,_,_,_,_
495074,119,9,803378,N<R,803379,>T_>RXW,_,_,_,_,_,_
495077,119,10,_,_,_,_,_,_,803386,M_MYWTJK,_,_
495078,119,11,_,_,803389,>MRTK,_,_,803387,B_LBJ,_,_
495079,119,11,_,_,_,_,_,_,803393,LK,_,_
495080,119,12,803395,>TH,_,_,_,_,_,_,_,_
495082,119,12,_,_,803398,XQJK,_,_,_,_,_,_
495083,119,13,_,_,803401,KL_MCPVJ_PJK,_,_,_,_,_,_
495084,119,14,_,_,_,_,_,_,803402,B_DRK_<DWTJK,_,_
495085,119,15,_,_,_,_,_,_,803405,B_PQDJK,_,_
495086,119,15,_,_,803409,>RXTJK,_,_,_,_,_,_
495087,119,16,_,_,_,_,_,_,803410,B_XQTJK,_,_
495088,119,16,_,_,803414,DBRK,_,_,_,_,_,_
495089,119,17,_,_,_,_,_,_,803416,<L_<BDK,_,_
495091,119,17,_,_,803420,DBRK,_,_,_,_,_,_
495092,119,18,_,_,803422,<JNJ,_,_,_,_,_,_
495093,119,18,_,_,803425,NPL>WT_M_TWRTK,_,_,_,_,_,_
495094,119,19,803427,>NKJ,_,_,_,_,_,_,_,_
495095,119,19,_,_,803432,MYWTJK,_,_,803431,MMNJ,_,_
495096,119,20,803434,NPCJ,_,_,_,_,_,_,_,_
495097,119,21,_,_,803438,ZDJM_>RWRJM,_,_,_,_,_,_
495098,119,21,_,_,_,_,_,_,803441,M_MYWTJK,_,_
495099,119,22,_,_,803444,XRPH_W_BWZ,_,_,803443,M_<LJ,_,_
495100,119,22,_,_,803446,<DTJK,_,_,_,_,_,_
495101,119,23,803450,FRJM,_,_,_,_,_,_,_,_
495102,119,23,_,_,_,_,_,_,803451,BJ,_,_
495103,119,23,803453,<BDK,_,_,_,_,803455,B_XQJK,_,_
495104,119,24,803456,GM_<DTJK,_,_,_,_,_,_,_,_
495106,119,25,803461,NPCJ,_,_,_,_,803460,L__<PR,_,_
495108,119,26,_,_,803464,DRKJ,_,_,_,_,_,_
495110,119,26,_,_,803469,XQJK,_,_,_,_,_,_
495111,119,27,_,_,803470,DRK_PQWDJK,_,_,_,_,_,_
495112,119,27,_,_,_,_,_,_,803474,B_NPL>WTJK,_,_
495113,119,28,803476,NPCJ,_,_,_,_,_,_,_,_
495115,119,29,_,_,803480,DRK_CQR,_,_,803482,MMNJ,_,_
495116,119,29,_,_,803484,TWRTK,_,_,_,_,_,_
495117,119,30,_,_,803486,DRK_>MWNH,_,_,_,_,_,_
495118,119,30,_,_,803488,MCPVJK,_,_,_,_,_,_
495119,119,31,_,_,_,_,_,_,803491,B_<DWTJK,_,_
495122,119,32,_,_,803495,DRK_MYWTJK,_,_,_,_,_,_
495123,119,32,_,_,803499,LBJ,_,_,_,_,_,_
495124,119,33,_,_,803502,DRK_XQJK,_,_,_,_,_,_
495128,119,34,_,_,803509,TWRTK,_,_,_,_,_,_
495130,119,35,_,_,_,_,_,_,803514,B_NTJB_MYWTJK,_,_
495131,119,35,_,_,_,_,_,_,803516,BW,_,_
495132,119,36,_,_,803519,LBJ,_,_,803520,>L_<DWTJK,_,_
495133,119,36,_,_,_,_,_,_,803523,>L_BY<,_,_
495134,119,37,_,_,803525,<JNJ,_,_,_,_,_,_
495135,119,37,_,_,803527,CW>,_,_,_,_,_,_
495136,119,37,_,_,_,_,_,_,803528,B_DRKK,_,_
495137,119,38,_,_,803532,>MRTK,_,_,803531,L_<BDK,_,_
495139,119,39,_,_,803536,XRPTJ,_,_,_,_,_,_
495141,119,39,803540,MCPVJK,_,_,_,_,_,_,_,_
495142,119,40,_,_,_,_,_,_,803544,L_PQDJK,_,_
495144,119,41,803549,XSDK,_,_,_,_,_,_,_,_
495146,119,41,803551,TCW<TK,_,_,_,_,_,_,_,_
495147,119,42,_,_,803555,XRPJ,803556,DBR,_,_,_,_
495148,119,42,_,_,_,_,_,_,803559,B_DBRK,_,_
495149,119,43,_,_,803564,DBR_>MT,_,_,803563,M_PJ,_,_
495150,119,43,_,_,_,_,_,_,803567,L_MCPVK,_,_
495151,119,44,_,_,803571,TWRTK,_,_,_,_,_,_
495152,119,45,_,_,_,_,_,_,803576,B__RXBH,_,_
495153,119,45,_,_,803578,PQDJK,_,_,_,_,_,_
495154,119,46,_,_,_,_,_,_,803582,B_<DTJK,_,_
495156,119,47,_,_,_,_,_,_,803589,B_MYWTJK,_,_
495158,119,48,_,_,803594,KPJ,_,_,803595,>L_MYWTJK,_,_
495160,119,48,_,_,_,_,_,_,803600,B_XQJK,_,_
495161,119,49,_,_,803602,DBR,_,_,803603,L_<BDK,_,_
495163,119,50,803606,Z>T,_,_,_,_,_,_,_,_
495164,119,50,803610,>MRTK,_,_,_,_,_,_,_,_
495165,119,51,803612,ZDJM,_,_,_,_,_,_,_,_
495166,119,51,_,_,_,_,_,_,803615,M_TWRTK,_,_
495167,119,52,_,_,803619,MCPVJK,_,_,_,_,_,_
495170,119,53,803624,ZL<PH,_,_,_,_,_,_,_,_
495171,119,53,_,_,803628,TWRTK,_,_,_,_,_,_
495172,119,54,803632,XQJK,_,_,_,_,803631,LJ,_,_
495173,119,55,_,_,803636,CMK,_,_,_,_,_,_
495175,119,55,_,_,803640,TWRTK,_,_,_,_,_,_
495176,119,56,803641,Z>T,_,_,_,_,_,_,_,_
495177,119,56,_,_,803645,PQDJK,_,_,_,_,_,_
495178,119,57,803648,JHWH,_,_,_,_,_,_,_,_
495180,119,57,_,_,803651,DBRJK,_,_,_,_,_,_
495181,119,58,_,_,803653,PNJK,_,_,_,_,_,_
495183,119,59,_,_,803658,DRKJ,_,_,_,_,_,_
495184,119,59,_,_,803661,RGLJ,_,_,803662,>L_<DTJK,_,_
495187,119,60,_,_,803668,MYWTJK,_,_,_,_,_,_
495188,119,61,803669,XBLJ_RC<JM,_,_,_,_,_,_,_,_
495189,119,61,_,_,803671,TWRTK,_,_,_,_,_,_
495191,119,62,_,_,_,_,_,_,803677,LK,803678,<L_MCPVJ_YDQK
495192,119,63,803680,>NJ,_,_,_,_,803681,L_KL,_,_
495194,119,63,_,_,_,_,_,_,803685,L_CMRJ_PQWDJK,_,_
495195,119,64,803689,H_>RY,803686,XSDK,_,_,_,_,_,_
495197,119,64,_,_,803690,XQJK,_,_,_,_,_,_
495198,119,65,_,_,803692,VWB,_,_,_,_,_,_
495200,119,66,_,_,803697,VWB_V<M_W_D<T,_,_,_,_,_,_
495201,119,66,_,_,_,_,_,_,803700,B_MYWTJK,_,_
495203,119,67,803704,>NJ,_,_,_,_,_,_,_,_
495204,119,67,_,_,803708,>MRTK,_,_,_,_,_,_
495205,119,68,803711,>TH,_,_,_,_,_,_,_,_
